Gene,Promoter,Chr,Start,Stop,Flo8_Exp,Flo8_Obs,Flo8_pVal,Mss11_Exp,Mss11_Obs,Mss11_pVal,Mfg1_Exp,Mfg1_Obs,Mfg1_pVal,Sok2_Exp,Sok2_Obs,Sok2_pVal,Ste12_Exp,Ste12_Obs,Ste12_pVal,Tec1_Exp,Tec1_Obs,Tec1_pVal,Mit1_Exp,Mit1_Obs,Mit1_pVal,Nrg1_Exp,Nrg1_Obs,Nrg1_pVal,Sfl1_Exp,Sfl1_Obs,Sfl1_pVal,Phd1_Exp,Phd1_Obs,Phd1_pVal,Mga1_Exp,Mga1_Obs,Mga1_pVal,Rim101_Exp,Rim101_Obs,Rim101_pVal,Rlm1_Exp,Rlm1_Obs,Rlm1_pVal,Rtg1_Exp,Rtg1_Obs,Rtg1_pVal,Skn7_Exp,Skn7_Obs,Skn7_pVal,Smp1_Exp,Smp1_Obs,Smp1_pVal,Fkh1_Exp,Fkh1_Obs,Fkh1_pVal,Dig1_Exp,Dig1_Obs,Dig1_pVal,Gln3_Exp,Gln3_Obs,Gln3_pVal,Hms1_Exp,Hms1_Obs,Hms1_pVal,Msn1_Exp,Msn1_Obs,Msn1_pVal,Hot1_Exp,Hot1_Obs,Hot1_pVal,Hms2_Exp,Hms2_Obs,Hms2_pVal,Yap6_Exp,Yap6_Obs,Yap6_pVal,Msn2_Exp,Msn2_Obs,Msn2_pVal,Msn4_Exp,Msn4_Obs,Msn4_pVal,Gcn4_Exp,Gcn4_Obs,Gcn4_pVal,Rgm1_Exp,Rgm1_Obs,Rgm1_pVal
YBR086C,IST2,2,395400,392563,5.8774,0,1.00E+00,4.4934,1,9.89E-01,11.745,2,1.00E+00,4.9456,0,1.00E+00,5.9924,0,1.00E+00,6.0146,2,9.83E-01,4.7619,0,1.00E+00,4.2876,1,9.86E-01,3.6897,2,8.83E-01,11.9803,7,9.54E-01,8.1904,9,4.34E-01,2.894,0,1.00E+00,2.8294,1,9.41E-01,1.7482,0,1.00E+00,2.7344,1,9.35E-01,1.7928,0,1.00E+00,6.413,5,7.66E-01,7.801,4,9.52E-01,3.8198,1,9.78E-01,2.6869,1,9.32E-01,2.8787,3,5.49E-01,3.0439,3,5.87E-01,5.4817,2,9.73E-01,4.1121,3,7.78E-01,3.5008,3,6.79E-01,4.7865,1,9.92E-01,2.0176,0,1.00E+00,3.2808,0,1.00E+00
YBR087W,RFC5,2,396124,397188,5.8774,0,1.00E+00,4.4934,1,9.89E-01,11.745,2,1.00E+00,4.9456,0,1.00E+00,5.9924,1,9.98E-01,6.0146,3,9.39E-01,4.7619,0,1.00E+00,4.2876,1,9.86E-01,3.6897,2,8.83E-01,11.9803,10,7.56E-01,8.1904,9,4.34E-01,2.894,0,1.00E+00,2.8294,1,9.41E-01,1.7482,0,1.00E+00,2.7344,1,9.35E-01,1.7928,0,1.00E+00,6.413,5,7.66E-01,7.801,5,8.88E-01,3.8198,3,7.34E-01,2.6869,1,9.32E-01,2.8787,3,5.49E-01,3.0439,3,5.87E-01,5.4817,2,9.73E-01,4.1121,3,7.78E-01,3.5008,3,6.79E-01,4.7865,2,9.52E-01,2.0176,0,1.00E+00,3.2808,0,1.00E+00
YBR088C,POL30,2,398125,397349,10.2129,1,1.00E+00,7.5986,1,1.00E+00,21.296,2,1.00E+00,8.4527,0,1.00E+00,10.4302,2,1.00E+00,10.472,1,1.00E+00,8.1059,0,1.00E+00,7.2099,0,1.00E+00,6.0806,0,1.00E+00,21.7406,8,1.00E+00,14.5819,7,9.90E-01,4.5776,2,9.43E-01,4.4555,0,1.00E+00,2.4133,2,6.94E-01,4.2761,1,9.86E-01,2.4975,0,1.00E+00,11.2245,2,1.00E+00,13.8463,3,1.00E+00,6.3263,3,9.51E-01,4.1864,2,9.21E-01,4.5487,2,9.41E-01,4.8607,0,1.00E+00,9.4654,3,9.96E-01,6.8785,0,1.00E+00,5.7238,3,9.25E-01,8.1522,5,9.09E-01,2.9221,0,1.00E+00,5.3082,2,9.69E-01
YBR089W,YBR089W,2,397542,398141,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,1,8.89E-01,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,1,6.63E-01,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,1,7.01E-01,1.2271,0,1.00E+00,1.498,0,1.00E+00,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,1,7.58E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YBR089C-A,NHP6B,2,398848,398549,9.129,0,1.00E+00,6.8223,3,9.66E-01,18.9083,3,1.00E+00,7.5759,0,1.00E+00,9.3207,2,9.99E-01,9.3577,3,9.95E-01,7.2699,1,9.99E-01,6.4793,0,1.00E+00,5.4829,0,1.00E+00,19.3005,10,9.93E-01,12.984,10,8.33E-01,4.1567,1,9.84E-01,4.049,0,1.00E+00,2.247,1,8.94E-01,3.8907,1,9.80E-01,2.3213,0,1.00E+00,10.0216,6,9.34E-01,12.335,4,9.98E-01,5.6997,3,9.23E-01,3.8115,2,8.94E-01,4.1312,2,9.18E-01,4.4065,1,9.88E-01,8.4694,6,8.48E-01,6.1869,0,1.00E+00,5.1681,5,5.88E-01,7.3108,8,4.47E-01,2.696,1,9.33E-01,4.8013,1,9.92E-01
YBR090C,YBR090C,2,399417,398692,2.0839,0,1.00E+00,1.7763,1,8.31E-01,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,1,8.79E-01,2.1144,1,8.79E-01,1.836,1,8.41E-01,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,4,4.50E-01,2.5979,3,4.81E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,3,3.78E-01,2.5113,1,9.19E-01,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,1,7.66E-01,1.9959,2,5.93E-01,1.6916,0,1.00E+00,1.5557,1,7.89E-01,1.8414,2,5.49E-01,1.2261,1,7.07E-01,1.5068,0,1.00E+00
YBR091C,MRS5,2,399843,399514,2.0839,0,1.00E+00,1.7763,0,1.00E+00,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,5,2.63E-01,2.5979,2,7.32E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,1,7.50E-01,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,1,9.19E-01,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,2,5.93E-01,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,2,5.49E-01,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YBR093C,PHO5,2,401460,400077,4.2516,2,9.25E-01,3.3289,3,6.46E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,1,9.87E-01,4.3431,2,9.31E-01,3.508,1,9.70E-01,3.1917,3,6.18E-01,2.7932,2,7.68E-01,8.3202,12,1.36E-01,5.7936,3,9.28E-01,2.2627,4,1.93E-01,2.2196,3,3.83E-01,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,5,6.48E-01,2.8799,5,1.65E-01,2.1246,3,3.57E-01,2.2525,0,1.00E+00,2.3626,1,9.06E-01,3.9878,1,9.81E-01,3.0748,3,5.93E-01,2.6672,5,1.32E-01,3.5243,2,8.67E-01,1.6784,0,1.00E+00,2.5205,2,7.17E-01
YBR094W,PBY1,2,402545,404806,4.2516,2,9.25E-01,3.3289,3,6.46E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,1,9.87E-01,4.3431,2,9.31E-01,3.508,1,9.70E-01,3.1917,2,8.28E-01,2.7932,2,7.68E-01,8.3202,12,1.36E-01,5.7936,3,9.28E-01,2.2627,4,1.93E-01,2.2196,3,3.83E-01,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,5,6.48E-01,2.8799,5,1.65E-01,2.1246,3,3.57E-01,2.2525,0,1.00E+00,2.3626,1,9.06E-01,3.9878,1,9.81E-01,3.0748,2,8.12E-01,2.6672,5,1.32E-01,3.5243,2,8.67E-01,1.6784,0,1.00E+00,2.5205,2,7.17E-01
YBR095C,RXT2,2,406205,404913,3.1677,0,1.00E+00,2.5526,0,1.00E+00,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,2,8.31E-01,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,1,8.89E-01,5.8801,3,9.32E-01,4.1957,9,2.78E-02,1.8418,2,5.49E-01,1.8131,2,5.41E-01,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,0,1.00E+00,4.0227,5,3.76E-01,2.2532,1,8.95E-01,1.7497,0,1.00E+00,1.835,2,5.47E-01,1.9084,0,1.00E+00,2.9919,5,1.83E-01,2.3832,4,2.18E-01,2.1115,2,6.23E-01,2.6829,1,9.32E-01,1.4523,1,7.66E-01,2.0137,1,8.67E-01
YBR096W,YBR096W,2,406528,407220,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,1,9.30E-01,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,1,8.50E-01,4.6601,2,9.46E-01,3.3968,3,6.60E-01,1.6313,2,4.85E-01,1.6098,1,8.00E-01,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,3,6.34E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,1,8.03E-01,1.6813,0,1.00E+00,2.4939,5,1.08E-01,2.0374,2,6.04E-01,1.8336,1,8.40E-01,2.2622,1,8.96E-01,1.3392,1,7.38E-01,1.7603,0,1.00E+00
YBR097W,VPS15,2,407457,411821,3.1677,0,1.00E+00,2.5526,0,1.00E+00,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,2,8.31E-01,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,1,8.89E-01,5.8801,3,9.32E-01,4.1957,9,2.78E-02,1.8418,2,5.49E-01,1.8131,2,5.41E-01,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,0,1.00E+00,4.0227,5,3.76E-01,2.2532,1,8.95E-01,1.7497,0,1.00E+00,1.835,2,5.47E-01,1.9084,0,1.00E+00,2.9919,5,1.83E-01,2.3832,4,2.18E-01,2.1115,2,6.23E-01,2.6829,1,9.32E-01,1.4523,1,7.66E-01,2.0137,1,8.67E-01
YBR098W,MMS4,2,412021,414096,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,5,3.66E-03,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02
YBR099C,YBR099C,2,413813,413430,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,2,4.60E-01,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,2,6.50E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,0,1.00E+00,1.3458,0,1.00E+00,1.2779,1,7.21E-01,1.4207,0,1.00E+00,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YBR101C,FES1,2,415199,414327,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,6,2.59E-02,1.7989,3,2.69E-01,1.2104,0,1.00E+00,1.2033,1,7.00E-01,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,1,6.63E-01,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,3,1.18E-01,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,3,1.91E-01,1.3458,0,1.00E+00,1.2779,1,7.21E-01,1.4207,1,7.58E-01,1.1131,1,6.71E-01,1.2534,0,1.00E+00
YBR102C,EXO84,2,417828,415567,3.1677,0,1.00E+00,2.5526,0,1.00E+00,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,2,8.31E-01,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,1,9.97E-01,4.1957,1,9.85E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,1,9.67E-01,4.0227,3,7.65E-01,2.2532,1,8.95E-01,1.7497,0,1.00E+00,1.835,2,5.47E-01,1.9084,0,1.00E+00,2.9919,2,8.00E-01,2.3832,1,9.08E-01,2.1115,0,1.00E+00,2.6829,2,7.48E-01,1.4523,0,1.00E+00,2.0137,1,8.67E-01
YBR103W,SIF2,2,418214,419821,3.1677,0,1.00E+00,2.5526,0,1.00E+00,5.7755,2,9.79E-01,2.7536,0,1.00E+00,3.2189,2,8.31E-01,3.2287,1,9.60E-01,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,0,1.00E+00,5.8801,1,9.97E-01,4.1957,2,9.22E-01,1.8418,0,1.00E+00,1.8131,1,8.37E-01,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,0,1.00E+00,4.0227,3,7.65E-01,2.2532,0,1.00E+00,1.7497,0,1.00E+00,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,2,8.00E-01,2.3832,2,6.88E-01,2.1115,0,1.00E+00,2.6829,2,7.48E-01,1.4523,0,1.00E+00,2.0137,1,8.67E-01
YBR103C-A,YBR103C-A,2,419968,419825,3.7097,1,9.76E-01,2.9408,0,1.00E+00,6.9694,0,1.00E+00,3.192,0,1.00E+00,3.7736,0,1.00E+00,3.7859,0,1.00E+00,3.09,0,1.00E+00,2.8264,0,1.00E+00,2.4943,0,1.00E+00,7.1002,4,9.23E-01,4.9947,0,1.00E+00,2.0522,3,3.37E-01,2.0163,0,1.00E+00,1.4157,0,1.00E+00,1.9636,0,1.00E+00,1.4404,0,1.00E+00,4.0072,0,1.00E+00,4.7783,1,9.92E-01,2.5666,0,1.00E+00,1.9372,1,8.56E-01,2.0437,0,1.00E+00,2.1355,0,1.00E+00,3.4898,0,1.00E+00,2.729,1,9.35E-01,2.3894,0,1.00E+00,3.1036,2,8.16E-01,1.5653,0,1.00E+00,2.2671,0,1.00E+00
YBR104W,YMC2,2,420172,421161,5.8774,1,9.97E-01,4.4934,1,9.89E-01,11.745,1,1.00E+00,4.9456,0,1.00E+00,5.9924,1,9.98E-01,6.0146,3,9.39E-01,4.7619,1,9.91E-01,4.2876,0,1.00E+00,3.6897,0,1.00E+00,11.9803,4,9.98E-01,8.1904,4,9.63E-01,2.894,7,2.84E-02,2.8294,0,1.00E+00,1.7482,1,8.26E-01,2.7344,0,1.00E+00,1.7928,0,1.00E+00,6.413,2,9.88E-01,7.801,1,1.00E+00,3.8198,1,9.78E-01,2.6869,4,2.83E-01,2.8787,2,7.82E-01,3.0439,0,1.00E+00,5.4817,3,9.10E-01,4.1121,3,7.78E-01,3.5008,1,9.70E-01,4.7865,1,9.92E-01,2.0176,1,8.67E-01,3.2808,1,9.62E-01
YBR105C,VID24,2,422474,421386,8.0451,2,9.97E-01,6.046,4,8.53E-01,16.5205,4,1.00E+00,6.6991,4,9.01E-01,8.2113,3,9.88E-01,8.2433,4,9.64E-01,6.4339,1,9.98E-01,5.7487,6,5.13E-01,4.8852,2,9.56E-01,16.8604,13,8.58E-01,11.3861,11,5.85E-01,3.7358,1,9.76E-01,3.6425,0,1.00E+00,2.0808,0,1.00E+00,3.5053,0,1.00E+00,2.1452,5,6.67E-02,8.8187,5,9.39E-01,10.8236,5,9.83E-01,5.0731,5,5.72E-01,3.4367,1,9.68E-01,3.7137,2,8.85E-01,3.9523,5,3.62E-01,7.4735,9,3.34E-01,5.4953,7,3.13E-01,4.6123,7,1.84E-01,6.4694,6,6.26E-01,2.4699,3,4.48E-01,4.2945,2,9.28E-01
YBR106W,PHO88,2,423163,423729,8.5871,1,1.00E+00,6.4341,4,8.84E-01,17.7144,4,1.00E+00,7.1375,4,9.25E-01,8.766,2,9.98E-01,8.8005,2,9.99E-01,6.8519,0,1.00E+00,6.114,6,5.72E-01,5.184,2,9.65E-01,18.0805,7,9.99E-01,12.1851,11,6.72E-01,3.9463,1,9.81E-01,3.8457,0,1.00E+00,2.1639,0,1.00E+00,3.698,0,1.00E+00,2.2333,5,7.61E-02,9.4202,4,9.84E-01,11.5793,4,9.97E-01,5.3864,5,6.25E-01,3.6241,1,9.73E-01,3.9225,1,9.80E-01,4.1794,5,4.06E-01,7.9715,9,4.03E-01,5.8411,8,2.34E-01,4.8902,8,1.22E-01,6.8901,5,8.17E-01,2.5829,3,4.77E-01,4.5479,2,9.41E-01
YBR107C,IML3,2,425035,424298,4.2516,5,4.20E-01,3.3289,2,8.45E-01,8.1633,4,9.62E-01,3.6304,2,8.77E-01,4.3283,4,6.28E-01,4.3431,4,6.31E-01,3.508,1,9.70E-01,3.1917,3,6.18E-01,2.7932,2,7.68E-01,8.3202,10,3.24E-01,5.7936,8,2.28E-01,2.2627,2,6.60E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,3,8.38E-01,5.534,2,9.74E-01,2.8799,0,1.00E+00,2.1246,4,1.66E-01,2.2525,0,1.00E+00,2.3626,1,9.06E-01,3.9878,2,9.08E-01,3.0748,3,5.93E-01,2.6672,3,4.98E-01,3.5243,2,8.67E-01,1.6784,0,1.00E+00,2.5205,3,4.61E-01
YBR108W,YBR108W,2,425327,428170,5.3355,3,9.01E-01,4.1052,2,9.16E-01,10.5511,3,9.98E-01,4.5072,1,9.89E-01,5.4377,0,1.00E+00,5.4574,2,9.72E-01,4.3439,0,1.00E+00,3.9223,3,7.50E-01,3.3909,1,9.66E-01,10.7603,10,6.33E-01,7.3915,6,7.46E-01,2.6836,1,9.32E-01,2.6261,0,1.00E+00,1.6651,0,1.00E+00,2.5417,0,1.00E+00,1.7047,0,1.00E+00,5.8115,2,9.80E-01,7.0453,0,1.00E+00,3.5065,0,1.00E+00,2.4995,3,4.56E-01,2.67,0,1.00E+00,2.8168,0,1.00E+00,4.9837,1,9.93E-01,3.7663,4,5.20E-01,3.223,1,9.60E-01,4.3658,2,9.32E-01,1.9045,0,1.00E+00,3.0274,3,5.83E-01
YBR109C,CMD1,2,428867,428424,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,3,8.44E-01,3.3968,1,9.67E-01,1.6313,3,2.25E-01,1.6098,1,8.00E-01,1.2494,1,7.13E-01,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,1,9.62E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,3,2.23E-01,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YBR109W-A,YBR109W-A,2,429113,429337,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,3,8.03E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01
YBR110W,ALG1,2,429377,430726,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,0,1.00E+00,1.8966,0,1.00E+00,4.6601,3,8.44E-01,3.3968,2,8.53E-01,1.6313,3,2.25E-01,1.6098,1,8.00E-01,1.2494,1,7.13E-01,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,0,1.00E+00,3.267,1,9.62E-01,1.9399,0,1.00E+00,1.5623,0,1.00E+00,1.6262,3,2.23E-01,1.6813,0,1.00E+00,2.4939,0,1.00E+00,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,0,1.00E+00,1.3392,0,1.00E+00,1.7603,0,1.00E+00
YBR111C,YSA1,2,432378,431683,2.0839,2,6.16E-01,1.7763,2,5.30E-01,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,2,5.16E-01,1.5977,0,1.00E+00,3.4401,5,2.63E-01,2.5979,6,4.89E-02,1.4209,1,7.59E-01,1.4065,0,1.00E+00,1.1663,1,6.88E-01,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,0,1.00E+00,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,2,4.14E-01,1.4542,1,7.66E-01,1.9959,0,1.00E+00,1.6916,1,8.16E-01,1.5557,0,1.00E+00,1.8414,1,8.41E-01,1.2261,1,7.07E-01,1.5068,1,7.78E-01
YBR111W-A,SUS1,2,432644,433084,2.0839,1,8.76E-01,1.7763,2,5.30E-01,3.3878,3,6.58E-01,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,2,5.16E-01,1.5977,0,1.00E+00,3.4401,9,8.90E-03,2.5979,5,1.22E-01,1.4209,1,7.59E-01,1.4065,0,1.00E+00,1.1663,1,6.88E-01,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,2,7.15E-01,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,2,4.14E-01,1.4542,2,4.27E-01,1.9959,0,1.00E+00,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,3,2.81E-01,1.2261,1,7.07E-01,1.5068,1,7.78E-01
YBR112C,CYC8,2,436275,433375,15.6322,6,9.98E-01,11.4801,5,9.89E-01,33.2349,31,6.74E-01,12.8367,5,9.96E-01,15.9773,9,9.78E-01,16.0438,7,9.96E-01,12.2858,1,1.00E+00,10.8627,11,5.24E-01,9.0692,7,7.99E-01,33.9409,27,9.03E-01,22.5712,11,9.97E-01,6.6821,6,6.57E-01,6.4882,4,8.87E-01,3.2447,0,1.00E+00,6.2032,1,9.98E-01,3.3784,1,9.66E-01,17.2389,13,8.77E-01,21.403,3,1.00E+00,9.4594,4,9.85E-01,6.0608,4,8.54E-01,6.6362,4,8.97E-01,7.1317,6,7.16E-01,14.445,7,9.89E-01,10.3364,11,4.59E-01,8.5025,5,9.26E-01,12.3594,8,9.25E-01,4.0528,2,9.12E-01,7.8424,3,9.84E-01
YBR113W,YBR113W,2,436071,436553,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00
YBR114W,RAD16,2,437753,440125,17.8,6,1.00E+00,13.0327,3,1.00E+00,38.0104,30,9.21E-01,14.5903,4,1.00E+00,18.1962,9,9.94E-01,18.2725,9,9.94E-01,13.9578,2,1.00E+00,12.3239,15,2.58E-01,10.2646,7,8.86E-01,38.821,26,9.88E-01,25.7669,10,1.00E+00,7.5239,6,7.61E-01,7.3012,3,9.76E-01,3.5772,0,1.00E+00,6.9741,1,9.99E-01,3.7308,1,9.76E-01,19.6447,10,9.94E-01,24.4256,7,1.00E+00,10.7127,3,9.98E-01,6.8105,6,6.74E-01,7.4712,5,8.66E-01,8.04,8,5.53E-01,16.4368,9,9.83E-01,11.7195,11,6.23E-01,9.614,6,9.17E-01,14.0423,11,8.27E-01,4.505,2,9.39E-01,8.8561,3,9.93E-01
YBR115C,LYS2,2,444431,440253,4.2516,1,9.86E-01,3.3289,0,1.00E+00,8.1633,2,9.97E-01,3.6304,0,1.00E+00,4.3283,2,9.30E-01,4.3431,1,9.87E-01,3.508,0,1.00E+00,3.1917,1,9.59E-01,2.7932,3,5.29E-01,8.3202,8,5.91E-01,5.7936,11,3.47E-02,2.2627,2,6.60E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,2,4.52E-01,4.6087,4,6.76E-01,5.534,3,9.14E-01,2.8799,3,5.49E-01,2.1246,1,8.81E-01,2.2525,2,6.58E-01,2.3626,1,9.06E-01,3.9878,4,5.64E-01,3.0748,1,9.54E-01,2.6672,3,4.98E-01,3.5243,4,4.69E-01,1.6784,0,1.00E+00,2.5205,2,7.17E-01
