ORF,name,chr,start,end,exp_0min,exp_7min,exp_15min,exp_22min,exp_30min,exp_45min,exp_60min
YLR418C,CDC73,12,958092,958424,0,-0.339661,0.285669,0.153044,0.129755,-0.120399,-0.203316
YLR424W,SPP382,12,973166,973390,0,-0.229918,0.091571,-0.025175,-0.086709,0.283896,0.370244
YLR441C,RPS1A,12,1018905,1019311,0,-0.138797,-0.970287,-1.348114,-0.871113,0.127131,0.148561
YLR447C,VMA6,12,1027890,1028849,0,0.138141,0.165758,0.13009,0.184268,0.413956,0.147034
YMR158C-B,,13,573331,574330,0,0.186519,0.582859,0.479198,0.35738,0.133961,0.171773
YMR162C,DNF3,13,583921,584270,0,-0.00828,0.427971,0.612328,0.542807,0.580817,0.7171
YMR178W,,13,618097,618477,0,-0.007114,0.751344,0.593748,0.60243,0.296522,0.091632
YMR184W,ADD37,13,627807,628187,0,0.33191,0.502331,0.387081,0.322823,0.063131,0.147225
YMR200W,ROT1,13,664283,664750,0,-0.108323,0.351438,0.388054,0.228714,0.003202,0.042404
YMR206W,,13,674895,675894,0,0.274568,1.325293,1.213898,1.026543,1.192324,1.170654
YNL185C,MRPL19,14,292670,293137,0,-0.603745,-0.058089,0.373206,0.418189,-0.033518,-0.034179
YNL209W,SSB2,14,251742,252057,0,-0.080687,-0.850269,-1.473419,-1.086712,-0.024788,0.176584
YNL227C,JJJ1,14,222431,222723,0,-0.957281,-1.734944,-1.974287,-1.605447,-0.720277,-0.37696
YNL233W,BNI4,14,211512,211920,0,-0.355469,-0.161609,-0.276741,-0.281294,0.154878,0.314855
YNL251C,NRD1,14,174315,175314,0,0.544929,0.696347,0.658589,0.941501,0.387735,-0.172149
YNL257C,SIP3,14,164320,164622,0,-0.329731,0.268654,0.294264,0.150384,0.024522,-0.02753
YOL140W,ARG8,15,58537,58757,0,-0.457144,-1.02823,-0.908543,-0.627789,0.215054,0.476787
YOL146W,PSF3,15,48641,48861,0,-0.638387,-0.493251,-0.469573,-0.331939,-0.015069,0.250597
YOL164W,BDS1,15,5175,6174,0,-0.011249,0.022471,-0.002764,-0.15287,-0.063482,0.156581
YOR004W,UTP23,15,332891,333591,0,-2.61065,-4.620981,-5.258509,-3.843779,-1.537229,-0.952003
YOR021C,,15,373439,373709,0,-1.097802,-1.490508,-1.947933,-1.692093,-1.059412,-0.878469
YOR027W,STI1,15,380805,381051,0,1.245612,1.618166,1.398878,1.801649,1.203511,0.563529
YOR045W,TOM6,15,413479,413850,0,-0.944465,-0.539442,-0.400641,-0.136547,-0.012697,-0.003652
YOR051C,,15,426086,426773,0,-0.749744,-1.108445,-1.178461,-0.827202,-0.332718,-0.524359
YOR349W,CIN1,15,988784,989783,0,0.345952,0.079192,0.180766,0.918894,0.571279,0.451593
YOR355W,GDS1,15,1004133,1005132,0,-0.473181,-0.418017,0.472748,0.897283,0.643956,0.520004
YOR373W,NUD1,15,1036467,1036829,0,-0.400293,-0.635729,-0.917105,-0.775633,0.125904,0.549658
YPL003W,ULA1,16,551654,552016,0,0.82899,1.245308,1.221245,1.212663,0.843361,0.349126
YPL009C,,16,538934,539382,0,-0.074476,0.121171,0.409322,0.586298,0.375247,0.003642
YPL027W,SMA1,16,499290,499662,0,1.041963,1.221714,0.7726,0.819821,0.275403,-0.760635
YPL033C,,16,488206,488885,0,0.276189,0.444195,0.24604,0.477828,-0.139885,-1.747651
YPR056W,TFB4,16,670870,671122,0,-0.236358,-0.099961,-0.132664,-0.168575,-0.098956,-0.147297
YPR074C,TKL1,16,694836,695734,0,-0.26115,-0.479055,-0.468555,-0.260558,-0.002306,-0.020584
YPR080W,TEF1,16,700012,700591,0,0.526173,0.077086,-0.136871,0.00659,0.401841,0.482237
YPR098C,,16,729527,729789,0,0.617563,1.183384,1.159204,1.448776,1.257729,0.822836
YPR104C,FHL1,16,736432,736982,0,-0.406551,-0.487954,-0.539298,-0.411659,0.088712,0.179623
YPR122W,AXL1,16,781041,782040,0,0.382246,0.468104,0.498354,0.352085,0.392451,0.182024
YPR128C,ANT1,16,792201,792683,0,0.30145,0.422657,0.352979,0.126732,-0.051485,-0.189463
YBR058C-A,TSC3,2,356565,356859,0,0.675381,0.519228,0.189541,-0.061565,0.114977,0.066556
YDR210C-C,,4,883923,884722,0,0.125043,0.05439,0.168803,0.399284,0.22474,0.223624
YER014C-A,BUD25,5,184700,185699,0,0.582572,0.491085,0.241869,0.249446,0.880324,1.03906
YLR099W-A,,12,340929,341325,0,0.067779,0.065093,-0.402063,-0.489095,-0.302606,-0.012066
YBL068W,PRS4,2,92028,92411,0,-1.407066,-1.985743,-1.455516,-1.033818,-0.808825,-0.586697
YBL074C,AAR2,2,87788,88521,0,0.439398,0.82203,0.968796,0.908751,0.846753,0.611932
YBL091C-A,SCS22,2,47178,47360,0,0.004586,0.735052,0.81455,1.036061,0.547313,0.456181
YBL097W,BRN1,2,40524,40827,0,-0.719676,-0.771807,-0.803635,-0.550373,-0.041077,0.36619
YBL113C,,2,2659,2907,0,0.435885,0.666505,0.836591,0.811353,0.780406,1.005914
YBR006W,UGA2,2,246549,247011,0,0.943916,2.023631,2.28267,2.240046,0.954517,0.352696
YBR022W,POA1,2,283344,283737,0,-1.021719,-0.188094,0.026683,0.114245,-0.217286,-0.149067
YBR028C,,2,296003,296369,0,-0.373954,-0.509343,-0.464199,-0.547051,-0.338046,0.039573
YCL032W,STE50,3,63282,63440,0,-0.006516,0.41872,0.249175,0.280381,-0.074944,-0.026398
YCL038C,ATG22,3,56528,57374,0,-0.142023,0.747249,1.044535,1.093123,1.304864,0.814719
YCL057W,PRD1,3,24325,24767,0,0.168897,0.733789,1.222795,1.364428,0.746571,0.162766
YCR010C,ADY2,3,133122,133721,0,2.268409,2.974253,2.958861,2.502122,-4.139566,2.025303
YCR016W,,3,142631,143630,0,-1.301176,-2.0279,-2.099418,-1.877726,-1.419022,-0.887355
YCR030C,SYP1,3,176434,177433,0,0.533917,1.294127,1.267367,1.311588,0.605868,0.408643
YCR036W,RBK1,3,193013,193291,0,0.319681,0.687625,0.882716,0.860261,-0.459827,0.027522
YDL236W,PHO13,4,31829,32295,0,-0.19524,-0.304676,-0.096572,-0.228961,-0.85845,-0.455845
YDR012W,RPL4B,4,470850,471849,0,-0.199884,-0.86517,-1.028407,-0.649279,0.012741,0.501613
YDR018C,,4,483857,484159,0,1.432194,1.983387,1.813657,1.65406,-0.524668,-0.164902
YDR034C-C,,4,519353,520352,0,-0.149097,-0.066659,-0.147802,-0.371432,-0.797507,-0.346657
YDR038C,ENA5,4,530694,531303,0,0.377305,0.18988,0.056103,-0.621285,-0.760206,-0.313063
YDR056C,,4,565638,565924,0,-0.338934,0.014164,0.242105,0.094607,-0.45478,-0.132547
YDR062W,LCB2,4,575779,576469,0,0.043508,-0.073737,-0.02753,-0.278609,-0.689262,-0.18457
YDR353W,TRR1,4,1182745,1183289,0,-0.258939,-0.149174,0.160793,0.475104,0.390059,0.281209
YDR359C,EAF1,4,1194876,1195402,0,-0.30774,0.040557,0.613637,0.820153,0.502247,0.127268
YDR374C,,4,1224385,1225156,0,0.192694,0.705913,0.814914,1.606791,-0.035303,-0.363323
YDR380W,ARO10,4,1233507,1234207,0,0.816634,1.409038,1.24766,2.161382,1.81273,1.51105
YDR398W,UTP5,4,1266888,1267460,0,-2.238606,-4.179407,-3.924188,-3.023994,-1.612014,-1.237511
YDR404C,RPB7,4,1277160,1277636,0,-0.386651,-0.056641,0.048751,-0.121325,-0.24093,-0.130869
YDR422C,SIP1,4,1317908,1318036,0,0.433539,0.606999,0.765756,0.516867,0.42558,0.352793
YDR428C,,4,1324230,1324467,0,-0.580525,-0.331909,0.008028,0.055156,-0.283159,-0.365699
YER095W,RAD51,5,349342,349975,0,0.996498,1.188408,1.163023,1.002266,1.12689,1.392927
YER101C,AST2,5,361791,362790,0,0.341078,1.085387,0.993904,1.051273,0.647798,0.549193
YER125W,RSP5,5,409185,410184,0,0.229241,0.739197,0.973766,0.994289,0.554812,0.347303
YER141W,COX15,5,453230,453453,0,0.162976,0.622098,0.74496,0.713549,0.532104,0.436048
YER147C,SCC4,5,464838,465298,0,0.680695,0.521311,0.451359,0.250901,0.339005,0.358203
YER164W,CHD1,5,504387,505386,0,-0.653958,-0.31489,-0.112494,-0.092206,-0.214423,0.075536
YER170W,ADK2,5,525754,525968,0,-0.419684,0.23435,0.149578,0.007462,0.099476,0.362591
YGL151W,NUT1,7,217303,217528,0,-0.125546,0.168218,0.450009,0.589602,0.29809,0.265691
YGL157W,,7,208576,209010,0,1.679297,2.106188,2.342573,2.348748,1.407171,1.027527
YGL175C,SAE2,7,174329,174551,0,0.662385,0.781427,0.569304,0.493134,0.825514,0.855166
YGL181W,GTS1,7,157291,157911,0,0.552892,1.236917,1.229546,1.04247,0.328914,0.034691
YGL205W,POX1,7,107508,108161,0,0.358514,1.413352,1.575258,1.771188,1.300146,2.099094
YGL223C,COG1,7,80365,80658,0,0.042405,0.200091,0.171022,-0.059088,-0.114385,0.049238
YGL228W,SHE10,7,66959,67597,0,0.194171,0.52037,0.373179,0.25664,-0.05266,0.020669
YGR260W,TNA1,7,1011491,1012490,0,0.071568,0.204356,0.157329,0.026731,-0.361371,-0.121312
YGR266W,,7,1021859,1022661,0,0.515747,0.805724,1.056773,1.116742,0.040726,0.026815
YGR284C,ERV29,7,1061597,1061858,0,0.055656,-0.01676,-0.008569,0.238565,0.004398,-0.017237
YHL010C,,8,83717,84063,0,0.223447,0.971251,1.016998,0.983916,0.388329,0.268969
YHL016C,DUR3,8,74241,74695,0,-0.14537,0.407897,-0.14894,0.140511,-2.057651,1.162261
YHL034C,SBP1,8,34076,35075,0,0.227828,0.604066,0.825609,1.048909,0.748961,0.620423
YHL040C,ARN1,8,20969,21780,0,-0.703695,-0.755159,-0.092131,0.116498,0.053554,0.205263
YIL062C,ARC15,9,244460,244654,0,-0.024705,0.516558,0.873901,0.858415,0.226023,-0.085826
YIL068C,SEC6,9,235472,235721,0,-0.263976,0.1186,0.345263,0.398655,-0.030282,-0.139395
YIL092W,,9,188781,189062,0,-0.599524,-0.558559,-0.32611,-0.319182,-0.060574,0.090762
YIL110W,,9,155762,156041,0,-1.036352,-1.432204,-1.209475,-1.169524,-0.919336,-0.674648
YIL116W,HIS5,9,141925,142924,0,-0.525251,-0.204813,-0.453709,0.008156,0.541513,0.551744
YIL134W,FLX1,9,96725,97394,0,-0.439427,-0.279849,0.127801,0.097838,-0.26064,-0.360804
YIL140W,AXL2,9,84885,85365,0,-0.50364,-0.624787,-0.597948,-0.221181,0.406751,0.674046
YJR001W,AVT1,10,435841,436716,0,-0.004792,0.097461,0.011619,-0.261245,0.094839,0.221819
YJR007W,SUI2,10,450579,450933,0,-0.911196,-1.078141,-0.517523,-0.551412,-0.728674,-0.341388
YJR024C,,10,470879,471052,0,-0.446401,-0.582546,-0.745753,-0.684142,-0.632903,-0.387546
YJR030C,,10,486111,486500,0,-0.294764,-0.521818,-0.539646,-0.460791,0.40973,0.792776
YJR048W,CYC1,10,525295,526248,0,-1.267801,-2.061945,-1.695837,-1.414935,-0.771395,0.100629
YJR054W,,10,535665,535969,0,-0.636726,-1.152286,-1.083617,-1.093641,-0.44596,0.142714
YJR072C,NPA3,10,572039,572229,0,-0.520219,-0.942044,-1.077382,-0.876742,-0.586438,-0.419594
YJR078W,BNA2,10,578104,578773,0,0.762442,1.311913,1.519849,1.478801,1.369533,0.90561
YKL217W,JEN1,11,21234,22233,0,0.627803,1.010407,1.04084,0.74038,-0.237868,-0.104925
YKR016W,,11,468360,469359,0,0.041262,1.000676,0.656851,0.552878,-0.027527,0.118174
YKR022C,NTR2,11,482783,483062,0,-0.385721,-0.066239,-0.070357,-0.204046,-0.357221,-0.093691
YKR039W,GAP1,11,513705,514704,0,-0.340782,0.778845,0.26701,0.531347,1.231201,0.980681
YKR045C,,11,523612,523865,0,0.144269,-0.032179,-0.233938,-0.351728,-0.196411,-0.004054
YKR063C,LAS1,11,561940,562189,0,-0.372594,-0.458516,-0.474191,-0.363051,-0.609644,-0.18833
YKR069W,MET1,11,570551,571253,0,0.540311,0.422697,0.302078,0.251687,0.333278,0.451883
YLR204W,QRI5,12,551962,552271,0,-0.225955,0.243015,0.320284,0.294496,-0.069923,0.052474
YLR222C,UTP13,12,581774,582235,0,-2.732403,-3.762219,-2.680081,-1.911309,-1.114646,-0.639954
YLR227W-A,,12,592440,593439,0,0.115246,0.084504,0.192122,0.525599,0.377353,0.397097
YLR244C,MAP1,12,626334,626504,0,-0.547722,-0.713067,-0.698361,-0.487347,-0.178219,-0.164227
YLR250W,SSP120,12,639916,640318,0,0.157609,0.571649,0.896403,0.822272,0.429433,0.383398
YLR266C,PDR8,12,677727,678214,0,0.639933,0.774944,0.828699,0.579774,0.409045,0.46207
YLR272C,YCS4,12,687205,688204,0,-0.624957,-0.575184,-0.379207,-0.306052,0.284856,0.595419
YML098W,TAF13,13,77040,77266,0,-0.534434,-0.651335,-0.537107,-0.279068,0.007358,0.21339
YML102W,CAC2,13,67549,68293,0,0.628484,0.541164,0.227491,0.080177,0.292258,0.550772
YML119W,,13,29807,30610,0,-0.065797,-0.167032,-0.454902,-0.223957,-0.260941,0.110783
YML125C,PGA3,13,21701,22049,0,-1.306694,-0.858925,-0.536914,-0.235842,-0.443221,-0.628147
YMR010W,,13,284640,285098,0,-0.668333,-0.678146,-0.40348,-0.616539,-0.613052,-0.509577
YMR016C,SOK2,13,305593,306592,0,-1.829453,-2.142837,-1.742925,-1.493183,-1.388398,-0.822471
YMR033W,ARP9,13,337602,337786,0,-0.064146,-0.141632,-0.072865,-0.087058,-0.293313,-0.280658
YMR039C,SUB1,13,349522,350380,0,0.910441,1.130974,0.75215,0.524656,-0.137995,-0.045508
YNL006W,LST8,14,619565,620066,0,-0.094795,0.691602,0.310042,0.70966,0.248908,0.140881
YNL024C,,14,587847,588262,0,-1.655468,-2.067446,-1.530604,-1.054993,-1.200545,-1.322966
YNL030W,HHF2,14,576049,576725,0,-0.011644,-0.225312,-0.448814,-0.926071,-1.386979,-0.135362
YNL048W,ALG11,14,537910,538171,0,-0.169927,0.117913,0.31167,0.172302,0.134416,0.225885
YNL054W,VAC7,14,525085,526084,0,0.015255,0.442623,0.644885,0.52874,0.254231,0.226341
YNL071W,LAT1,14,491239,491521,0,0.162129,0.378811,0.590739,0.751054,0.779161,0.705741
YNL077W,APJ1,14,480990,481389,0,0.95783,1.48183,0.89709,1.33406,1.437784,1.43716
YNR041C,COQ2,14,701660,701895,0,-0.971304,-0.532474,-0.265888,-0.166133,-0.13713,0.039728
YNR047W,,14,708195,708522,0,0.694263,1.236022,0.461936,0.73957,0.428782,0.872597
YNR065C,,14,753699,753723,0,-0.623594,-0.179396,0.244988,0.166434,-0.093669,-0.021361
YNR071C,,14,771467,772466,0,0.757455,0.947439,1.090765,0.953024,1.422779,1.518505
YOL012C,HTZ1,15,303984,304983,0,-0.181023,-0.241943,-0.346558,-0.489075,-0.142952,0.227252
YOL017W,ESC8,15,292074,292528,0,-0.037835,-0.605505,-0.628133,-0.809575,0.282051,0.910356
YOL041C,NOP12,15,252645,253147,0,-1.573424,-2.421278,-1.88029,-1.281503,-0.901717,-0.64216
YOR175C,ALE1,15,661675,662401,0,-0.157236,-0.220815,-0.225505,-0.405588,-0.183008,0.153139
YOR181W,LAS17,15,675167,675938,0,0.121347,0.747309,0.805754,0.861902,0.141783,0.079029
YOR197W,MCA1,15,716837,717022,0,-0.288303,-0.175336,-0.153408,-0.137447,-0.165004,-0.028316
YOR221C,MCT1,15,757832,758330,0,0.517097,1.102161,1.162586,1.029762,0.261264,0.090966
YOR227W,,15,762084,762824,0,0.862453,1.620427,1.703606,1.570543,1.041211,0.754482
YOR245C,DGA1,15,795333,795801,0,0.658733,1.163448,1.08318,0.887627,0.758484,0.692694
YOR251C,,15,803465,803777,0,-0.303133,-0.117366,-0.157901,-0.017803,0.117848,0.219206
YPL158C,,16,254310,254813,0,-0.925194,-0.75632,-0.244319,-0.04181,0.113891,0.024541
YPL164C,MLH3,16,241497,241917,0,0.360343,0.999203,0.660882,0.382114,0.276683,0.44037
YPL187W,MF(ALPHA)1,16,192649,193646,0,-0.624505,-0.451181,-0.457163,-0.870027,-3.279468,-1.1662
YPL211W,NIP7,16,153148,153493,0,-2.735951,-3.803916,-3.048891,-2.95276,-1.519262,-0.854873
YPL229W,,16,116487,117066,0,0.938281,1.232605,0.926759,0.687319,0.385466,0.679451
YPL235W,RVB2,16,102702,103231,0,-0.236394,0.012298,0.080616,0.019783,-0.277385,-0.03597
YAR019C,CDC15,1,175134,176133,0,0.058817,0.867542,0.836685,0.667368,0.514542,0.519567
YAR073W,IMD1,1,226854,227732,0,-0.699264,-1.152022,-1.563911,-1.747677,-1.710881,-1.342252
YBL005W,PDR3,2,217132,217472,0,0.137984,-0.008951,0.304466,0.381414,0.373269,0.36793
YBL021C,HAP3,2,182098,182404,0,-0.048521,0.069338,0.127573,0.044075,-0.044994,-0.077949
YBL027W,RPL19B,2,167841,168425,0,-0.229949,-0.986798,-1.211655,-0.673039,0.029902,0.334512
YBL045C,COR1,2,135520,136001,0,0.373908,1.088882,1.152123,1.214202,0.600423,0.793583
YBL051C,PIN4,2,124763,125128,0,-0.179898,0.244382,0.329064,0.396801,-0.119737,0.089247
YBR235W,,2,686587,686895,0,-0.143293,0.154963,0.327786,-0.169255,-0.560849,-0.334919
YBR241C,,2,704051,704665,0,1.013604,1.820965,1.933703,1.185978,0.469937,0.34825
YBR259W,,2,730157,730381,0,-0.257641,-0.446784,-0.42099,-0.84512,-1.139111,-0.035876
YBR265W,TSC10,2,738364,738576,0,-0.244142,-0.168408,-0.301221,-0.466994,-0.408256,0.094152
YBR283C,SSH1,2,770412,771235,0,-0.100586,-0.106147,-0.004873,0.034001,-0.036596,0.133302
YBR289W,SNF5,2,779459,779662,0,-0.21152,-0.154523,-0.226818,-0.546631,-0.715946,-0.319458
YCL005W,LDB16,3,107416,108019,0,0.347139,0.163486,-0.277425,-0.600512,-0.62069,-0.036523
YCL011C,GBP2,3,103358,103570,0,0.297142,-0.526471,-0.978541,-2.355092,-2.782069,-1.510798
YDL140C,RPO21,4,210563,211376,0,-0.154786,0.196246,0.601317,0.456918,-0.326335,-0.076874
YDL146W,LDB17,4,192262,192750,0,0.136066,0.893058,0.819149,0.345019,-0.462085,-0.206277
YDL164C,CDC9,4,167256,167715,0,0.053142,-0.728884,-0.709631,-1.521319,-1.665063,-0.972346
YDL170W,UGA3,4,155641,156318,0,-0.276237,-0.436044,-0.772458,-1.050229,-1.156649,-0.376765
YDL188C,PPH22,4,125000,125617,0,0.270197,-0.843123,-0.893565,-1.79177,-2.051588,-1.246006
YDL194W,SNF3,4,111030,111580,0,0.239581,0.93064,0.750994,0.263041,0.060089,0.17093
YDL212W,SHR3,4,77967,78426,0,-0.164196,-0.318945,-0.501098,-0.563433,-0.564416,-0.092612
YDL218W,,4,65766,66493,0,0.261157,-0.364107,-0.494196,-1.404453,-1.270854,-0.791515
YDR261W-A,,4,980456,981455,0,-0.27633,-0.109218,-0.140452,-0.248005,-0.298829,-0.150683
YDR266C,,4,1002018,1002504,0,-0.102033,0.242537,0.356879,0.51405,0.239851,0.157973
YDR284C,DPP1,4,1031414,1032413,0,0.223997,0.677573,0.732289,0.714395,0.385015,0.33408
YDR308C,SRB7,4,1078444,1079042,0,-1.373932,-0.927407,-0.82017,-0.730596,-0.749459,-0.542971
YDR314C,RAD34,4,1092507,1092736,0,-0.555017,0.066232,0.316837,0.24147,0.371034,0.462922
YDR329C,PEX3,4,1127589,1127865,0,0.279011,0.836725,0.415537,0.313034,0.058054,0.150475
YDR335W,MSN5,4,1140469,1141159,0,-0.23428,0.45301,0.73646,0.832887,0.287197,0.160845
YER009W,NTF2,5,171817,172113,0,-0.324207,-0.64992,-0.813498,-0.904978,-0.741391,-0.400254
YER015W,FAA2,5,184218,184539,0,-0.044798,0.564051,0.409401,0.371759,0.318711,0.287997
YER032W,FIR1,5,214746,215061,0,-0.799753,-0.953703,-1.069809,-0.757053,0.082453,0.651322
YER038C,KRE29,5,228252,228455,0,0.36032,-0.580023,-0.194657,-0.977549,-1.013799,-0.500308
YER053C,PIC2,5,259639,260638,0,1.016278,1.979322,1.662408,1.537932,0.85555,0.571598
YER058W,PET117,5,271124,271765,0,0.182331,0.638363,0.483301,1.08463,0.209621,0.234168
YER074W,RPS24A,5,305589,306318,0,-0.329168,-1.272176,-1.619274,-1.142282,-0.287898,0.154871
YER080W,,5,319548,319958,0,-0.125858,0.543268,0.678179,0.769108,0.097393,0.010649
YGL055W,OLE1,7,397631,398630,0,-0.870442,-1.596645,-1.51838,-0.632274,0.701988,1.018879
YGL061C,DUO1,7,389715,390070,0,-0.774666,-0.919535,-1.180892,-1.065018,-0.275004,0.078128
YGL079W,,7,359031,359446,0,-0.8581,-0.550297,-0.262559,-0.174346,-0.32442,-0.180676
YGL085W,,7,349371,349618,0,0.040268,0.180075,0.322906,0.046585,0.042401,0.082819
YGL103W,RPL28,7,310176,310969,0,-0.084773,-0.884425,-1.099373,-0.764054,-0.151078,0.276092
YGL127C,SOH1,7,270782,271003,0,1.035904,1.028698,0.587975,0.313663,0.028533,0.363482
YGL133W,ITC1,7,256969,257711,0,0.50274,0.543021,0.644513,0.604578,0.428474,0.479627
YGR170W,PSD2,7,836670,837146,0,0.290281,0.51684,0.59323,0.496936,0.072215,0.313637
YGR188C,BUB1,7,875115,876114,0,-1.273599,-1.398597,-0.814281,-0.89345,0.562472,1.003037
YGR194C,XKS1,7,887881,888880,0,0.930046,2.152612,1.769621,1.473977,0.734471,0.577814
YGR212W,SLI1,7,916706,917044,0,-0.918577,-0.232996,0.087559,0.212959,-0.175874,0.003057
YGR218W,CRM1,7,931544,932543,0,0.229643,0.640065,0.816442,0.935787,0.554765,0.441325
YGR236C,SPG1,7,962822,963303,0,3.010558,4.773133,4.137815,3.937733,4.073707,4.213897
YHR190W,ERG9,8,484599,484843,0,0.412684,0.811572,0.956248,0.84862,0.425378,0.237586
YHR196W,UTP9,8,491711,491929,0,-1.457513,-2.153836,-1.456706,-1.074813,-0.563693,-0.454525
YHR214C-B,,8,549346,550345,0,0.012758,-0.142945,0.113554,0.394804,0.506773,0.479332
YIL015C-A,,9,325525,326524,0,-0.122198,0.259347,0.657676,0.819939,0.88598,1.147652
YIL020C,HIS6,9,314819,315091,0,-0.63904,-0.650307,-0.274672,-0.17243,-0.300205,-0.432569
YIL038C,NOT3,9,282652,283028,0,-0.105569,-0.03991,0.091303,0.221563,0.096734,0.035176
YIL044C,AGE2,9,273846,274071,0,0.184581,0.170825,0.081186,-0.082737,-0.148398,0.028317
YJL129C,TRK1,10,177225,178015,0,-1.2928,-0.891366,-0.487987,-0.412582,-0.241748,-0.014391
YJL153C,INO1,10,135852,136290,0,-0.275819,0.079748,-0.416935,0.470368,1.717564,2.058068
YJL159W,HSP150,10,119444,120443,0,0.077312,0.32067,0.713132,1.062548,0.689334,0.297616
YJL177W,RPL17B,10,90095,90783,0,-0.36751,-1.404106,-1.569984,-0.920722,-0.025005,0.256346
YJL183W,MNN11,10,83817,84065,0,-0.896906,-0.845592,-0.647011,-0.490222,-0.108163,0.29863
YJL201W,ECM25,10,54183,54378,0,0.380841,0.114295,-0.176872,-0.155335,0.170697,0.569762
YJL207C,LAA1,10,47434,47659,0,-0.537135,-0.24479,0.1452,0.662608,0.494535,0.735704
YKL121W,,11,212788,213787,0,0.550354,1.251118,1.212471,0.938083,0.568294,0.49909
YKL127W,PGM1,11,202187,203186,0,0.073754,-0.132721,-0.554809,-0.943456,-1.237008,-0.935658
YKL145W,RPT1,11,173866,174217,0,0.058848,0.543754,0.865078,1.103135,0.407862,-0.127652
YKL151C,,11,165936,166549,0,2.056422,3.249304,3.380426,3.3887,2.546688,1.684071
YKL168C,KKQ8,11,133498,133726,0,0.78393,1.690493,1.427006,1.261339,0.726447,0.524408
YKL174C,TPO5,11,122242,122522,0,-0.937292,-0.39263,-0.243584,-0.199032,-0.635101,-0.523765
YKL192C,ACP1,11,80543,81040,0,-0.137926,0.382562,0.733165,0.785707,0.214278,0.174531
YKL198C,PTK1,11,70224,70739,0,0.557983,0.534074,0.467587,0.594368,0.483825,0.72494
YLR104W,,12,345942,346585,0,0.03683,-0.029446,0.05472,-0.146802,-0.128493,0.127331
YLR110C,CCW12,12,370100,371099,0,0.550784,-0.102641,0.111848,0.553586,0.564262,0.87068
YLR128W,DCN1,12,398320,398530,0,-0.344533,0.420141,0.670729,0.765169,0.267434,0.388714
YLR134W,PDC5,12,410194,410723,0,0.392683,-0.155879,0.064127,0.248685,0.759543,1.21078
YLR152C,,12,444690,445525,0,0.463871,1.081772,0.681843,0.413383,0.490603,0.691726
YLR157C-A,,12,481603,481874,0,0.051017,-0.596037,-0.242851,-0.256012,-0.662139,-0.270137
YLR174W,IDP2,12,504249,504592,0,0.728165,0.405179,0.460612,0.629886,0.547823,0.743492
YLR180W,SAM1,12,514715,515263,0,-0.514756,-1.213903,-2.08773,-2.561447,-3.057406,-1.619565
YML010C-B,,13,251002,251304,0,0.231111,-0.896879,-0.583219,-1.287204,-1.242881,-0.93095
YML013W,UBX2,13,244064,244148,0,0.191688,0.745786,0.756002,0.657871,0.087917,0.188259
YML031W,NDC1,13,213930,214188,0,-0.47121,-0.416369,-0.359478,-0.387323,-0.391612,-0.119457
YML037C,,13,205409,205642,0,-0.013316,-0.155647,-0.048611,-0.191604,0.242766,0.425547
YML054C,CYB2,13,167309,167623,0,1.966395,3.36741,2.79553,2.475699,2.072872,2.145316
YML058W-A,HUG1,13,158258,158759,0,0.479577,0.646369,0.277286,0.269512,0.480357,0.676833
YML076C,WAR1,13,115348,115734,0,0.106936,0.591992,0.706419,0.757759,0.364206,0.375989
YML081W,,13,104162,104776,0,-0.083258,-0.265966,-0.119489,-0.167464,-0.101784,0.318034
YMR236W,TAF9,13,742734,742969,0,-0.237611,0.106012,0.108607,0.013373,-0.069764,-0.054536
YMR242C,RPL20A,13,754197,754296,0,-0.627602,-1.598014,-1.678947,-1.010752,-0.149827,-0.046198
YMR260C,TIF11,13,789839,790204,0,-0.316046,-0.76326,-1.067821,-0.87371,-0.213175,0.023914
YMR266W,RSN1,13,797924,798516,0,-0.006681,-0.708258,-1.15946,-1.256188,-0.719121,-0.264992
