ID,coding/noncoding,chromsome,Start Position,Stop Position,Strand,wild-type T4 min,wild-type T8  min,wild-type T12  min,wild-type T16  min,wild-type T20  min,wild-type T30 min,wild-type T40 min,wild-type T60 min,wild-type T30  min rep2,wild-type T30  min rep3,wild-type T30  min rep4,msn2/4ÆÆ t4  min,msn2/4ÆÆÊt8 min,msn2/4ÆÆ t12 min,msn2/4ÆÆÊt16 min,msn2/4ÆÆ t20 min,msn2/4ÆÆ t30 min,msn2/4ÆÆ t40 min, msn2/4ÆÆ t60 min,msn2/4ÆÆ t30 min rep2,msn2/4ÆÆÊt30  min rep3,msn2/4ÆÆ t30 min  rep4
YDR488C,coding,chr04,1430858,1429027,C,-0.41137,-0.27412,-0.71448,-0.61317,-0.45272,-0.3541,-0.12607,-0.05963,-0.95057,-0.65418,-0.51019,0.1363,-0.22957,-0.33635,-0.27214,-0.66559,-0.02449,-0.47801,-0.24073,0.3448,-0.66426,-0.54407
YDR489W,coding,chr04,1430983,1432015,W,-0.22379,-0.16441,-0.36676,-0.46344,-0.16454,-0.29112,-0.23458,0.16002,-0.22283,-0.1601,-0.74838,-0.10568,-0.32038,-0.35887,-0.26924,-0.22324,-0.28923,-0.25553,-0.34396,-0.17405,-0.28894,0.1041
YDR490C,coding,chr04,1434355,1431875,C,-0.34877,-0.33085,-0.47604,-0.29268,0.15854,0.89644,0.99399,0.85849,0.13103,0.51461,0.63507,0.04168,-0.19548,-0.3124,-0.34112,-0.47466,0.26098,0.34782,0.55131,0.81018,0.02134,-0.32821
YDR491C,coding,#N/A,#N/A,#N/A,#N/A,1.36643,2.74167,2.4188,NA,NA,NA,2.70768,-0.50693,NA,NA,0.57886,NA,2.76453,2.19234,2.92236,1.20797,NA,0.6427,1.48025,0.07812,1.02784,-1.15709
YDR492W,coding,chr04,1434695,1435519,W,-0.1752,-0.126,-0.67425,-1.1599,-1.9025,-1.30878,0.02141,0.94405,-2.07687,-1.26965,-1.91693,-0.05462,-0.32271,-0.15038,-0.11234,-0.96899,-1.52296,-0.9015,0.68479,0.64016,-0.21324,-0.9969
YDR493W,coding,chr04,1436087,1436551,W,0.13153,0.50393,0.73213,0.99551,0.74378,0.68435,0.44892,0.44345,0.70035,0.79667,0.55725,0.13211,0.57601,0.75689,0.6221,0.57875,0.74644,0.49048,0.54252,1.39231,-0.00381,1.04788
YDR494W,coding,chr04,1436823,1437815,W,0.17822,0.09315,0.2921,0.17456,0.43156,0.81211,0.31637,0.40659,1.08079,0.75703,0.5235,-0.22553,-0.13133,0.16207,-0.18813,0.40917,0.29942,0.51426,0.25905,0.56874,-0.08344,0.85248
YDR495C,coding,chr04,1441139,1441083,C,0.04489,0.3146,-0.14951,-0.42953,0.09388,0.45139,-0.16517,0.25766,0.60129,0.44619,0.41536,-0.11304,-0.01392,-0.01323,-0.14617,0.62208,0.34814,0.84218,0.35065,-0.14646,0.14906,0.5052
YDR496C,coding,chr04,1443427,1441467,C,-0.11658,-0.72091,-0.76147,-1.75251,-2.15734,-3.03903,-2.90782,-0.63583,-1.20935,-2.46861,-3.60433,-0.29845,-0.29547,-0.57578,-1.3752,-1.83877,-2.94954,-2.81873,-0.87985,-2.05723,-1.48498,-1.69571
YDR497C,coding,chr04,1445547,1443659,C,-0.21121,-0.2577,-0.75204,-0.8701,-1.31686,-1.0878,-0.513,-0.57167,-1.1338,-1.06343,-1.45821,-0.02933,-0.14525,-0.24951,-0.39213,-1.05857,-0.87313,-0.71668,-0.27515,-0.94846,-0.77494,-0.75287
YDR498C,coding,chr04,1447027,1445851,C,-0.00134,0.07599,0.08547,0.17532,0.01342,-0.08485,-0.3308,-0.54136,0.2284,0.05519,-0.45986,0.2642,0.20547,0.29785,0.31792,0.24695,0.30419,-0.20891,-0.25565,-0.09928,-0.45552,0.49318
YDR499W,coding,chr04,1447791,1450095,W,0.35612,0.25244,-0.35782,-0.92029,-0.49314,-0.70744,-1.0485,-0.28901,0.28732,-0.599,-0.43838,-0.0261,-0.09332,0.00202,-0.10326,0.28073,-0.07017,0.0347,-0.26757,-0.74259,-0.24774,-0.05545
YDR500C,coding,chr04,1450883,1450435,C,-0.82061,-0.65519,-1.00461,-1.53904,-2.20461,-3.27458,-3.21626,-2.04849,-1.97724,NA,-4.62971,-0.81821,-0.87128,-0.83516,-1.19788,-1.79131,-2.87762,-3.22,-2.44966,-2.32919,-2.27349,-0.67276
YDR501W,coding,chr04,1451215,1453775,W,0.0509,0.19021,0.06917,0.81825,1.23316,2.03965,1.60684,1.51344,1.44637,1.91044,1.83026,0.25991,-0.0837,-0.25694,-0.01967,0.61317,1.69521,1.84713,1.92356,1.88267,1.31602,0.54215
YDR502C,coding,chr04,1454507,1453083,C,-0.29298,-0.49025,-0.37592,-0.64898,-1.1561,-1.40726,-0.98359,-1.17398,-0.81553,-1.45375,-1.98811,-0.04978,0.03446,-0.14514,-0.32154,-0.97428,-2.01093,-1.59548,-1.06982,-0.92432,-0.84018,-1.12785
YDR503C,coding,chr04,1455907,1454939,C,-0.02711,-0.25347,0.07229,0.45122,0.78265,1.01797,1.20779,0.92545,0.41288,0.70492,0.63356,-0.0135,0.06306,0.05217,0.20792,0.55968,0.92968,0.92745,0.89289,1.14227,0.51432,0.76052
YDR504C,coding,chr04,1456947,1456115,C,-0.4701,-0.90337,-0.07129,0.10167,0.5592,1.12163,1.23284,1.02461,0.28332,0.99826,0.81625,0.13301,-0.24449,-0.35941,0.24679,-0.1017,0.82058,1.30428,0.79119,0.35071,0.70565,0.45471
YDR505C,coding,chr04,1459475,1456931,C,-0.07576,-0.07667,0.23544,0.40694,0.61747,0.96367,0.73745,0.5564,0.92586,0.81549,0.60499,-0.13974,-0.18812,-0.14047,0.2803,0.43927,0.6993,1.06087,0.69994,0.57497,0.53306,0.7995
YDR506C,coding,chr04,1461579,1459459,C,-0.22706,-0.08164,-0.19209,-0.05888,0.11826,0.42035,0.41674,0.69909,0.16389,0.13264,0.11139,-0.23962,-0.17901,-0.29635,-0.33529,-0.04219,0.28779,0.59725,0.7279,0.65362,0.1808,-0.12099
YDR507C,coding,chr04,1465899,1462907,C,-0.16702,-0.82874,-1.08605,-1.64492,-1.77376,-1.342,-1.54133,-0.81658,-1.13943,-1.76582,-1.70552,-0.19322,-0.33565,-0.68673,-0.88292,-0.81304,-0.48757,-0.37315,-0.51819,-0.67738,-0.92923,-0.82342
YDR508C,coding,chr04,1468499,1466307,C,-0.25551,-0.46182,-0.78886,-0.79197,-1.54365,-1.66482,-0.6481,-0.04397,-1.46219,-1.52156,-2.40519,-0.07575,-0.50518,-0.69464,-0.78593,-1.56336,-1.50604,-1.19089,-0.35476,-0.42168,-0.97162,-1.06969
YDR509W,coding,#N/A,#N/A,#N/A,#N/A,-0.36345,1.54191,0.81372,2.37475,0.55438,1.12089,2.00266,2.23115,NA,NA,0.9466,0.50606,-0.06091,0.61091,1.39376,-0.41319,-0.39698,0.47074,0.1317,0.30059,0.47475,-0.49494
YDR510C-A,coding,#N/A,#N/A,#N/A,#N/A,NA,-0.38582,NA,1.45885,-0.41687,NA,-0.11068,NA,NA,NA,NA,NA,NA,1.49501,NA,0.77914,NA,1.4619,NA,NA,0.8525,-2.4681
YDR510W,coding,chr04,1469319,1469783,W,-0.53458,-0.54015,-0.4954,-0.76798,-0.65446,-0.72219,-0.82314,-0.10904,-0.79596,-0.22339,-1.16691,-0.56843,-0.47114,-0.51828,-0.78146,-0.50709,-0.76723,-0.6507,-0.61784,-0.10476,-0.89226,0.01492
YDR511W,coding,chr04,1469999,1470494,W,0.29205,0.84478,0.96066,0.87948,0.7391,0.61566,0.88092,0.78903,0.65072,0.87161,0.35957,0.1583,0.30475,0.63261,0.57126,0.33418,0.49573,0.31652,0.279,0.70384,0.09168,0.83307
YDR512C,coding,chr04,1470819,1470403,C,0.17898,0.82321,0.94773,1.13709,1.01772,1.17448,1.05287,1.01942,1.35957,1.00589,0.43404,0.12632,0.63298,0.85915,1.06717,1.28295,1.22907,0.8961,0.58684,1.89093,0.40342,1.70579
YDR513W,coding,chr04,1470943,1471527,W,1.32143,2.06654,2.78413,3.22588,3.35057,4.10602,3.57172,2.06214,2.66751,3.03644,2.71307,0.77577,1.16509,2.13295,2.0208,NA,NA,2.46467,1.09867,3.49139,2.17031,3.70417
YDR514C,coding,chr04,1473035,1471387,C,0.08936,0.13267,-0.56184,-1.34535,-0.69988,-0.98861,-1.00136,0.04244,-0.67913,-1.10456,-1.15122,-0.33631,-0.41163,-0.65037,-0.68273,-0.67345,-0.31555,-0.21041,0.04711,-0.47792,-0.56915,-1.14505
YDR515W,coding,chr04,1473191,1474735,W,0.54782,0.38771,-0.01229,-0.42187,0.20743,0.56069,0.27644,1.32782,1.52505,0.87188,0.81475,-0.40866,-0.17531,0.2612,-0.18649,0.87193,0.48096,1.54437,1.04444,0.34555,0.35573,1.00848
YDR516C,coding,chr04,1476539,1475115,C,0.44801,1.32651,2.09364,2.72964,2.94739,3.10225,2.90884,1.3898,2.41116,2.05166,2.73175,0.43543,0.81885,0.96328,1.14359,1.08866,1.47305,1.30966,1.74131,1.66729,0.57674,1.57798
YDR517W,coding,chr04,1477119,1478271,W,-0.01008,0.44768,0.50766,0.69128,0.81051,0.82255,0.67389,0.15643,0.48135,0.53546,0.3262,0.17652,0.0134,0.08507,0.24415,-0.05292,0.23395,-0.007,0.04831,0.82847,-0.2006,0.5579
YDR518W,coding,chr04,1478567,1479759,W,-0.12057,-0.17094,-0.34338,-0.36822,-0.70406,-1.09364,-0.94951,-0.74782,-0.82725,-1.00807,-1.41874,0.15829,0.06208,0.02558,-0.04636,-0.41427,-0.98606,-0.95895,-0.45068,-0.84953,-0.58987,-0.64336
YDR519W,coding,chr04,1480343,1480999,W,-0.43072,-0.21206,-0.31996,-0.1348,-0.42237,-0.48477,-0.13615,0.04192,-0.68643,-0.50259,-1.05814,-0.08731,-0.33188,-0.18435,-0.01298,-0.63635,-0.24532,-0.77928,-0.12108,0.48199,-0.57698,0.06862
YDR520C,coding,chr04,1483483,1480947,C,0.26637,-0.07602,-0.37356,-0.45295,-0.32249,-0.31499,-0.47632,-0.13202,-0.20712,-0.40443,-0.74745,-0.12617,-0.0154,0.09516,0.0796,0.01621,-0.04574,-0.19749,-0.02491,-0.50816,-0.30872,0.16555
YDR521W,coding,#N/A,#N/A,#N/A,#N/A,2.66515,1.78418,1.63073,1.67853,NA,-0.01474,1.44073,0.29819,NA,NA,NA,NA,1.61176,1.50195,1.96056,1.53721,0.89449,0.05597,NA,0.92896,1.02953,-0.77509
YDR522C,coding,chr04,1485397,1483609,C,1.04928,1.59569,2.45436,1.45951,NA,-0.74352,1.49748,-0.36451,NA,NA,1.74501,1.21179,0.92264,0.95288,0.78466,1.06452,-0.05564,0.82635,1.19548,0.04928,1.87058,-1.06648
YDR523C,coding,chr04,1487132,1485380,C,1.41358,1.72863,0.85376,-0.28833,0.87838,0.08652,0.81315,0.24906,NA,-0.5784,0.10023,0.66068,0.73503,0.39208,0.22383,0.101,0.80537,0.92935,0.67823,-0.54007,0.42184,-1.64518
YDR524C,coding,chr04,1489107,1487347,C,-0.27339,-0.56632,-0.77114,-0.78089,-0.72331,-0.41231,-0.51414,-0.2331,-0.47258,-0.33231,-0.9522,0.02392,-0.13128,-0.3374,-0.22304,-0.02709,-0.17373,-0.04354,-0.20387,-0.10125,-0.33617,-0.05509
YDR524C-A,coding,#N/A,#N/A,#N/A,#N/A,NA,0.77912,0.33014,0.4386,-0.17822,-0.73477,0.08873,-1.07073,NA,NA,NA,0.55903,0.18116,0.39494,0.25567,-0.32337,-0.05957,-0.99303,-0.10226,NA,0.14909,-0.65213
YDR524C-B,coding,chr04,1489892,1489412,C,-0.03605,NA,NA,0.66853,0.29783,-0.30299,0.02518,-0.81667,NA,NA,NA,NA,NA,NA,NA,-0.87502,NA,NA,NA,NA,NA,NA
YDR524W-C,coding,chr04,1489293,1489662,W,-0.43993,1.32325,NA,1.69169,NA,NA,0.61896,NA,NA,NA,NA,NA,NA,2.77067,0.89913,NA,NA,0.19481,NA,-1.5313,NA,NA
YDR525W,coding,#N/A,#N/A,#N/A,#N/A,2.56829,2.48202,1.5767,2.30577,2.67759,0.43214,1.4279,2.662,NA,NA,1.54954,0.62813,1.18651,1.09951,1.32605,0.13187,1.02559,-0.04241,-0.52322,-0.2542,0.7577,-0.41058
YDR525W-A,coding,chr04,1490486,1491005,W,0.62516,1.16655,0.8131,1.12791,1.0686,1.09313,1.67267,1.12482,0.46641,1.06892,0.73506,0.52227,0.14477,0.79354,1.16232,0.51078,1.49682,1.1054,1.00133,0.651,0.40135,1.43573
YDR526C,coding,#N/A,#N/A,#N/A,#N/A,1.21348,1.50041,1.51234,1.55048,1.90511,0.41747,0.63614,-0.35453,NA,NA,1.39719,1.25253,1.11003,0.93248,1.12755,0.20942,NA,0.52703,1.29826,0.40382,0.98805,-0.82842
YDR527W,coding,chr04,1490839,1492431,W,-0.0391,-0.31532,-0.64492,-1.15015,-1.28497,-1.73815,-1.75609,-0.64206,-0.8437,-1.37056,-1.80651,-0.46594,-0.61821,-0.63658,-0.99779,-1.02186,-1.38191,-0.90675,-0.51286,-1.52457,-1.02357,-0.76967
YDR528W,coding,chr04,1494263,1495951,W,-0.95279,-1.42274,-1.97444,-2.01713,-1.73979,-1.56861,-1.3624,-0.50699,-1.76031,-1.81013,-1.75301,-0.93484,-1.49008,-1.4939,-1.19154,-0.66326,-0.62314,-0.40764,-0.3851,-0.55034,-0.73565,-0.9201
YDR529C,coding,chr04,1496579,1496051,C,0.13517,-0.04961,0.33843,0.28068,0.20351,0.07635,-0.40767,0.57675,0.30034,0.40888,-0.48518,0.1345,0.14226,0.09923,-0.12211,-0.18132,-0.41625,-0.44962,0.34775,-0.06374,-0.72856,0.51016
YDR530C,coding,chr04,1497947,1496563,C,0.19346,0.15185,0.45933,0.79073,0.79995,1.58113,1.6861,1.51918,1.17521,1.25717,1.18949,0.39593,0.47455,0.54031,0.59332,0.48608,0.96504,1.09151,1.47054,1.32881,0.38596,0.84968
YDR531W,coding,chr04,1498151,1499279,W,-0.03049,-0.30927,0.22249,0.06657,-0.11566,-0.04293,-0.27399,0.27085,0.05942,0.01464,-0.64323,0.11245,0.23058,0.23991,0.16597,0.29644,-0.01213,0.28394,0.4913,0.75908,0.15848,0.06764
YDR532C,coding,chr04,1500595,1499323,C,0.35189,0.86302,0.64921,-0.03396,0.64892,-0.04881,-0.51397,0.10028,2.03242,0.18164,0.18493,-0.11269,0.37674,0.19093,-0.07859,0.75706,-0.09747,0.19655,-0.13171,-0.86017,0.22097,0.521
YDR533C,coding,chr04,1502315,1501355,C,1.28691,2.19772,3.15698,3.70714,4.04994,4.61545,4.563,4.25196,3.70434,4.33407,3.99003,0.44932,0.9828,1.75394,2.10677,2.45138,2.8243,2.53578,2.27963,3.37628,1.61348,2.80069
YDR534C,coding,chr04,1504993,1503127,C,0.03227,0.14743,-0.40875,-0.05877,0.03669,0.99799,1.44074,-0.72346,0.25808,0.55017,-0.03573,0.27813,-0.38243,-0.34244,0.14653,0.09887,2.96848,2.70719,0.46913,2.24464,1.57676,1.46062
YDR535C,coding,#N/A,#N/A,#N/A,#N/A,0.96724,1.11835,0.61169,0.37243,1.08202,1.10867,1.30228,0.51056,1.13481,1.84353,1.06449,0.59437,0.6251,-0.04489,0.25336,0.02496,1.29179,0.74329,0.78955,0.23038,0.86628,-0.1595
YDR536W,coding,chr04,1507894,1509883,W,1.81456,1.74668,1.42108,2.0543,2.15366,0.65148,1.29997,0.42067,1.00067,NA,1.44698,NA,1.28974,1.53357,1.75259,1.76505,1.85355,1.15855,1.46276,0.41581,1.20199,-0.3962
YDR537C,coding,#N/A,#N/A,#N/A,#N/A,1.46046,1.19886,0.36343,0.92949,1.05576,-0.56573,0.66591,-0.86832,NA,NA,1.1444,-0.10609,0.90299,0.71375,0.76796,0.86744,0.28475,-0.69822,0.38627,0.36342,1.21284,-0.75167
YDR538W,coding,chr04,1510823,1511791,W,-0.06794,0.00414,0.07283,0.30297,0.33711,0.19017,0.05158,-0.45736,-0.30641,-0.00411,-0.28673,0.07938,0.10007,0.15142,0.24456,-0.19425,0.27216,-0.18562,-0.26466,0.03616,-0.37602,0.06752
YDR539W,coding,chr04,1511967,1513639,W,-0.12587,0.11903,0.21853,0.36274,0.40556,0.57764,0.35605,0.0048,0.31933,0.3646,0.03311,0.16412,0.22684,0.24135,0.25356,0.36131,0.42784,0.12193,0.15489,0.62578,0.02016,0.76317
YDR540C,coding,chr04,1517771,1516787,C,0.98884,1.79176,0.73758,0.31046,0.89816,0.86424,0.02863,0.14809,NA,-0.03951,0.72382,0.14741,0.20203,0.29383,0.24836,0.67829,0.50437,0.86474,0.85545,-0.46255,0.35227,0.55174
YDR541C,coding,chr04,1520931,1519451,C,-0.01324,-0.14705,-0.11002,0.10085,0.22886,0.54056,0.37159,0.14852,0.18727,0.34101,0.10356,0.00695,0.02469,0.04078,0.46833,0.06566,0.57667,0.44554,0.22641,0.48003,0.16076,0.64786
YDR542W,coding,chr04,1523132,1523774,W,0.05757,0.11518,-0.49042,-0.03073,0.18448,-0.14866,0.1955,0.42659,-0.04852,0.20265,-0.23249,-0.07156,-0.40777,0.14968,0.92083,0.26459,0.53592,0.13947,0.05767,0.80551,-0.13165,1.01531
YDR543C,coding,#N/A,#N/A,#N/A,#N/A,2.21263,2.21898,0.85398,0.55999,1.41102,0.05915,0.75936,0.93532,-0.27392,-0.16253,-0.52251,0.19657,-0.06298,0.05895,-0.2726,0.42362,-0.32361,0.45535,-0.29961,-0.89508,0.20443,-0.27502
YDR544C,coding,#N/A,#N/A,#N/A,#N/A,2.05388,3.2647,3.0134,0.1547,3.67772,1.51368,1.06292,1.18562,-0.36829,0.05872,-0.81846,-0.08785,-0.49785,-0.75381,-0.06374,-0.29817,-0.73639,-0.41555,-0.4434,-0.93556,-0.44121,0.29859
YDR545C-A,coding,#N/A,#N/A,#N/A,#N/A,0.89783,1.26372,0.4725,0.47213,0.71359,0.22343,0.66695,0.20901,-2.03157,-0.74929,-0.60976,-0.52881,-0.4241,-0.71841,-0.46658,-1.39169,-0.29052,-1.18731,-1.52497,0.50868,-1.27385,-0.43496
YDR545W,coding,chr04,1526204,1531874,W,-0.32288,-0.31504,-0.58852,-0.36102,-0.29983,-0.02406,0.12722,-0.03837,-0.82096,-0.41877,-0.82918,-0.30416,-0.47626,-0.74839,-0.6911,-1.09786,-0.39247,-0.88776,-0.81611,-0.03988,-1.08722,-0.42848
YEL001C,coding,chr05,151032,150209,C,-0.18953,-0.31832,-0.13666,-0.35418,-0.75006,-0.96086,-0.54405,-0.04976,-1.03754,-0.79671,-1.63542,-0.02178,-0.4376,-0.43812,-0.33608,-0.82162,-0.94379,-0.85943,-0.02425,-0.10417,-0.5899,-0.50511
YEL002C,coding,chr05,150073,148881,C,-0.14874,-0.17995,-0.05297,-0.00813,-0.34254,-0.26617,-0.08993,0.04969,-0.62444,-0.30232,-0.85539,0.10898,-0.0871,-0.01604,0.16169,-0.4103,-0.40486,-0.25912,0.09082,0.00147,-0.27333,-0.0439
YEL003W,coding,chr05,148125,148776,W,-0.54071,-0.9727,-0.54266,-1.10688,-0.3397,-0.81519,-1.21555,-0.28934,0.18201,-0.84979,-0.8609,-0.77955,-0.63441,-0.24162,-1.46829,0.14535,-1.00147,-0.04611,-0.19525,-0.5724,-0.64389,0.02978
YEL004W,coding,chr05,146901,148685,W,0.41395,0.05548,0.0979,0.23497,0.25388,0.34405,0.21274,-0.32986,0.12552,0.05736,-0.16458,-0.47928,-0.21991,-0.08221,-0.12997,-0.00555,0.033,0.06648,0.30508,-0.28456,0.06945,-0.24802
YEL005C,coding,chr05,146785,145937,C,0.26368,0.45168,0.3922,0.76854,1.0063,0.95204,0.19434,0.57391,1.58643,1.24997,0.59924,0.3562,0.28378,0.48254,0.49613,0.93178,0.64057,0.50043,0.19293,0.40186,0.05751,1.2397
YEL006W,coding,chr05,144269,145597,W,-0.12545,-0.25581,0.02264,0.1512,0.15754,0.33084,0.10562,-0.03365,0.21012,0.12125,-0.51658,0.08215,0.17963,0.21476,0.29138,0.38159,0.27458,0.05936,-0.04829,0.04821,-0.14459,0.61556
YEL007W,coding,chr05,141629,143893,W,-0.89044,-1.30649,-1.38364,-1.04571,-0.61672,-0.38735,-0.37627,-0.46018,-0.9135,-0.31808,-0.64845,-0.5779,-1.43007,-1.70862,-1.4558,-1.10614,-0.74522,-0.19431,-0.70557,-0.61105,-0.3135,-1.02474
YEL008C-A,coding,#N/A,#N/A,#N/A,#N/A,0.05337,0.54693,0.17661,-0.52842,-0.49,-0.91142,-0.13446,0.46802,NA,-0.6771,-0.12879,-0.11181,-0.01253,0.16257,2.36204,-0.52306,-0.45952,-0.97874,-0.35133,-0.19189,0.62512,-0.22446
YEL008W,coding,#N/A,#N/A,#N/A,#N/A,1.82957,1.13172,0.43953,0.27103,1.03113,0.2671,1.37768,0.25073,1.23429,0.0331,0.0843,1.35049,1.27329,1.11141,0.92405,0.38458,1.39014,0.54039,1.02835,-0.53922,0.0586,0.22309
YEL009C,coding,chr05,139865,138740,C,-0.12059,-0.47197,-0.16125,-0.56046,-0.81995,-1.09679,-0.79594,-0.24375,-0.48177,-0.79842,-1.92097,-0.29814,-0.15044,-0.21981,-0.26115,-0.47433,-1.18522,-0.98529,-0.16398,-0.69809,-0.74793,-0.34994
YEL009C-A,coding,#N/A,#N/A,#N/A,#N/A,NA,1.7751,1.32691,0.75291,1.82714,0.95495,0.81751,0.91262,NA,0.92695,1.18932,1.19017,1.03983,1.25396,1.37932,1.64254,1.31888,1.18495,1.22486,-0.53281,1.53807,0.70476
YEL010W,coding,#N/A,#N/A,#N/A,#N/A,1.12287,1.3793,1.80303,0.75184,2.9862,NA,2.14152,NA,NA,NA,1.83165,NA,1.64499,1.19566,2.01494,1.29927,NA,1.11557,0.98053,0.03285,NA,0.99211
YEL011W,coding,chr05,132933,134861,W,1.68564,3.25144,4.06384,4.47098,4.66322,4.61814,4.37721,2.66946,4.26011,3.62498,3.91396,0.50553,0.80405,0.84258,1.5366,1.79408,2.5984,2.29421,2.25398,2.17376,1.59198,1.76878
YEL012W,coding,chr05,131661,131781,W,0.55524,0.53167,0.86852,1.1482,1.55052,2.20736,1.629,1.63812,2.35315,1.90777,2.14426,-0.0044,0.12135,0.28412,0.34587,1.2052,1.52777,1.93208,1.16836,1.64764,0.9928,1.86598
YEL013W,coding,chr05,128573,130597,W,-0.35068,-0.53387,-0.32806,-0.09707,-0.12028,0.50809,0.67222,0.03667,-0.01518,0.24253,-0.06338,-0.1439,-0.21768,-0.31404,0.01085,-0.44118,-0.09146,0.20302,0.19412,0.16321,0.04249,-0.03837
YEL014C,coding,#N/A,#N/A,#N/A,#N/A,NA,4.17038,3.4369,NA,NA,1.75669,3.03976,NA,NA,NA,1.44245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43525
YEL015W,coding,chr05,126589,128229,W,0.0043,-0.30547,-0.05953,-0.26111,0.02723,-0.18329,-0.70861,-0.57537,0.43068,-0.15499,-0.40497,-0.24572,-0.16766,-0.13494,-0.29121,0.18776,-0.36752,-0.43221,-0.66898,-0.25996,-0.67766,0.33033
YEL016C,coding,chr05,126401,124641,C,-0.26912,-0.44337,-0.66451,-0.85496,-0.62849,-0.81753,-1.00539,-0.33422,-0.43366,-0.81801,-0.98939,0.09071,-0.12607,-0.35287,-0.28125,-0.33676,-0.40377,-0.56484,-0.31733,-0.45878,-0.75458,-0.41016
YEL017C-A,coding,chr05,122977,122449,C,0.12761,0.58707,0.15562,0.27801,-0.33023,-1.24115,-0.69494,-0.88182,-0.59638,-0.48777,-1.81963,0.00701,NA,0.21042,NA,-0.5076,-0.59403,-1.5082,NA,NA,-0.9975,0.32492
YEL017W,coding,chr05,123589,124461,W,0.21377,0.65593,0.43947,0.50826,0.1492,-0.26743,-0.14157,-0.64435,-0.36973,-0.16263,-0.66807,0.15646,0.06949,0.13946,0.12339,-0.37351,-0.53213,-1.00685,-1.02574,-0.57332,-0.72362,0.07726
YEL018C-A,coding,#N/A,#N/A,#N/A,#N/A,1.19282,1.11644,0.99157,1.6867,0.3705,-0.41386,0.4762,-0.74364,NA,NA,1.33376,1.30812,0.19704,1.14746,2.69473,1.26661,0.10922,0.43481,1.22319,0.42303,0.84715,-0.31947
YEL018W,coding,chr05,121453,122341,W,0.16435,0.28179,-0.33235,-0.76822,-0.40114,-0.89888,-1.14491,-0.57449,0.20053,-0.52465,-0.92693,-0.37377,-0.36079,-0.30574,-0.60615,-0.1575,-0.58936,-0.5737,-0.71857,-0.85984,-0.65094,-0.20557
YEL019C,coding,chr05,121345,118521,C,0.23823,-0.04729,-0.48828,-1.07093,-0.67147,-1.29074,-1.36856,-0.48653,-0.76012,-0.8785,-1.0731,-0.20144,-0.30895,-0.32792,-0.46957,-0.23851,-0.84154,-0.62573,-0.714,-0.95386,-0.77876,-0.47836
YEL020C,coding,chr05,120401,118439,C,-0.04339,0.24349,0.1133,0.46667,0.77436,0.98392,0.78107,0.68657,0.654,0.76705,0.53783,0.07218,-0.09804,-0.02708,0.3208,0.18217,0.63062,0.39742,0.65793,0.55016,0.10425,0.39271
YEL020C-B,coding,#N/A,#N/A,#N/A,#N/A,NA,NA,-0.40563,0.31968,NA,-0.07822,0.18856,NA,NA,NA,1.04764,0.80273,1.37874,1.83442,1.0919,1.33073,1.76065,0.81455,0.63968,NA,NA,NA
YEL020W-A,coding,chr05,117109,117652,W,-0.07162,0.03213,-0.03118,-0.31279,-0.21931,-0.52273,-0.74703,0.39547,0.22868,0.16764,-0.43702,-0.22562,-0.03876,0.02054,-0.23123,0.12218,-0.49682,-0.09629,0.21022,-0.09516,-0.63773,0.02785
YEL021W,coding,chr05,116117,116933,W,NA,0.51477,NA,1.39134,NA,NA,0.40832,-0.25841,NA,NA,1.13759,NA,1.78592,1.57864,2.1587,-0.45668,NA,0.85216,NA,NA,1.33276,-0.71333
YEL022W,coding,chr05,111333,115877,W,-0.14662,-0.77438,-0.64914,-0.93098,-0.93401,-0.71904,-0.99138,-0.57301,-0.38284,-0.74349,-1.23224,0.07317,0.00786,-0.21559,-0.42574,-0.36834,-0.55399,-0.197,-0.34832,-0.27558,-0.41847,-0.39865
YEL023C,coding,chr05,110654,108326,C,0.50393,0.36306,-0.24094,-0.36724,0.08938,0.03443,-0.0663,-0.07199,0.16049,-0.54063,-0.1527,0.13591,0.14316,-0.1275,0.0746,-0.07464,0.57353,0.56314,0.18027,-0.18217,-0.02559,-0.0924
YEL024W,coding,chr05,107165,108317,W,0.04709,0.44222,0.86162,1.18562,1.16067,1.11737,1.52864,1.37667,0.75218,1.01046,0.54192,0.19627,0.4114,0.26873,0.45378,-0.01147,0.18095,0.21256,1.06034,0.90131,0.12134,0.36545
YEL025C,coding,chr05,106153,102505,C,0.02843,-0.19326,-0.23989,-0.25399,-0.07392,0.17423,-0.03601,-0.15165,0.13738,-0.16837,-0.37516,0.01398,0.00725,-0.20642,-0.20798,-0.32728,-0.31366,-0.15706,-0.19634,-0.21574,-0.27927,-0.36885
YEL026W,coding,chr05,101773,102373,W,-0.50437,-0.7824,-1.12692,-1.79559,-2.71326,-3.7434,-3.22538,-1.3262,-2.85027,-3.10688,-4.77685,-0.30196,-0.88084,-1.13534,-1.48823,-2.55742,-3.51086,-3.70105,-1.61752,-2.88369,-1.96484,-2.51097
YEL027W,coding,chr05,100685,101517,W,0.0416,-0.01645,0.18677,0.20911,-0.42212,-0.91584,-0.32837,-0.60664,-0.81165,-0.66415,-1.59842,-0.18814,-0.38959,-0.37734,-0.14074,-0.89319,-1.25212,-1.45743,-0.93291,-0.79761,-0.97475,-0.30477
