ORF,name,chr,start,end,Yap4_0min,Yap4_5min,Yap4_15min,Yap4_30min,Yap4_45min,Hot1_30min,Msn1_30min,Msn2_0min,Msn2_30min,Msn4_0min,Msn4_30min,Skn7_30min,Smp1_30min,Sko1_0min,Sko1_5min,Sko1_15min,Sko1_30min,Sko1_45min,Yap6_0min,Yap6_30min,Yap4_binding_pat,Sko1_binding_pat
YPL027W,SMA1,16,499290,499662,,,,,,,,,,,,,,,,,,,,,,
YPL033C,,16,488206,488885,,,,,,,,,,,,,,,,,,,,,,
YPR056W,TFB4,16,670870,671122,,,,,,,,,,,,,,,,,,,,,,
YPR074C,TKL1,16,694836,695734,0.386,0.076,0.471,0.551,0.408,,,,,,,,,,,,,,,,3,
YPR080W,TEF1,16,700012,700591,,,,,,,,,,,,,,,,,,,,,,
YPR098C,,16,729527,729789,,,,,,,,,,,,,,,,,,,,,,
YPR104C,FHL1,16,736432,736982,,,,,,,,,,,,,,,,,,,,,,
YPR122W,AXL1,16,781041,782040,,,,,,,,,,,,,,,,,,,,,,
YPR128C,ANT1,16,792201,792683,,,,,,,,,,,,,,,,,,,,,,
YBR058C-A,TSC3,2,356565,356859,,,,,,,,,,,,,,,,,,,,,,
YDR210C-C,,4,883923,884722,,,,,,,,,,,,,,,,,,,,,,
YER014C-A,BUD25,5,184700,185699,,,,,,,,,,,,,,,,,,,,,,
YLR099W-A,,12,340929,341325,,,,,,,,,,,,,,,,,,,,,,
YBL068W,PRS4,2,92028,92411,,,,,,,,,,,,,,,,,,,,,,
YBL074C,AAR2,2,87788,88521,,,,,,,,,,,,,,,,,,,0.416,0.37,,
YBL091C-A,SCS22,2,47178,47360,,,,,,,,,,,,,,,,,,,,,,
YBL097W,BRN1,2,40524,40827,,,,,,,,,,,,,,,,,,,,,,
YBL113C,,2,2659,2907,,,,,,,,,,,,,,,,,,,,,,
YBR006W,UGA2,2,246549,247011,,,,,,,,,,,,,,,,,,,,,,
YBR022W,POA1,2,283344,283737,,,,,,,,,,,,,,,,,,,,,,
YBR028C,,2,296003,296369,,,,,,,,,,,,,,,,,,,,,,
YCL032W,STE50,3,63282,63440,,,,,,,,,,,,,,,,,,,,,,
YCL038C,ATG22,3,56528,57374,,,,,,,,,,,,,,,,,,,,,,
YCL057W,PRD1,3,24325,24767,,,,,,,,,,,,,,,,,,,,,,
YCR010C,ADY2,3,133122,133721,,,,,,,,,,,,,,,,,,,,,,
YCR016W,,3,142631,143630,0.298,0.367,0.639,0.733,0.81,,,,,,,,,,,,,,,,3,
YCR030C,SYP1,3,176434,177433,,,,,,,,,,,,,,,,,,,,0.342,,
YCR036W,RBK1,3,193013,193291,,,,,,,,,,,,,,,,,,,,,,
YDL236W,PHO13,4,31829,32295,,,,,,,,,,,,,,,,,,,,,,
YDR012W,RPL4B,4,470850,471849,,,,,,,,,,,,,,,,,,,,,,
YDR018C,,4,483857,484159,,,,,,,,,,,,,,,,,,,,,,
YDR034C-C,,4,519353,520352,,,,,,,,,,,,,,,,,,,,,,
YDR038C,ENA5,4,530694,531303,,,,,,,,,,,,,,,,,,,,,,
YDR056C,,4,565638,565924,,,,,,,,,,,,,,,,,,,,,,
YDR062W,LCB2,4,575779,576469,,,,,,,,,,,,,,,,,,,,,,
YDR353W,TRR1,4,1182745,1183289,,,,,,,,,,,,,,,,,,,,,,
YDR359C,EAF1,4,1194876,1195402,,,,,,,,,,,,,,,,,,,,,,
YDR374C,,4,1224385,1225156,,,,,,,,,,,,,,,,,,,,,,
YDR380W,ARO10,4,1233507,1234207,,,,,,,,,,,,,,,,,,,,,,
YDR398W,UTP5,4,1266888,1267460,,,,,,,,,,,,,,,,,,,,,,
YDR404C,RPB7,4,1277160,1277636,,,,,,,,,,,,,,,,,,,,,,
YDR422C,SIP1,4,1317908,1318036,,,,,,,,,,,,,,,,,,,,,,
YDR428C,,4,1324230,1324467,,,,,,,,,,,,,,,,,,,,,,
YER095W,RAD51,5,349342,349975,,,,,,,,,,,,,,,,,,,,,,
YER101C,AST2,5,361791,362790,,,,,,,,,,,,,,,,,,,,,,
YER125W,RSP5,5,409185,410184,,,,,,,,,,,,,,,,,,,,,,
YER141W,COX15,5,453230,453453,0.142,0.301,0.671,0.96,0.728,,,,,,,,,,,,,,,,3,
YER147C,SCC4,5,464838,465298,,,,,,,,,,,,,,,,,,,,,,
YER164W,CHD1,5,504387,505386,,,,,,,,,,,,,,,,,,,,0.337,,
YER170W,ADK2,5,525754,525968,,,,,,,,,,,,,,,,,,,,,,
YGL151W,NUT1,7,217303,217528,,,,,,,,,,,,,,,,,,,,,,
YGL157W,,7,208576,209010,-0.02,0.155,0.29,0.374,0.304,,,,,,,,,,,,,,,,3,
YGL175C,SAE2,7,174329,174551,,,,,,,,,,,,,,,,,,,,,,
YGL181W,GTS1,7,157291,157911,,,,,,,,,,,,,,,,,,,,,,
YGL205W,POX1,7,107508,108161,,,,,,,,,,,,0.813,,,,,,,,,,
YGL223C,COG1,7,80365,80658,,,,,,,,,,,,,,,,,,,,,,
YGL228W,SHE10,7,66959,67597,,,,,,,,,,,,,,,,,,,,,,
YGR260W,TNA1,7,1011491,1012490,0.238,0.168,0.628,0.838,0.66,,,,,,,,,,,,,,,,3,
YGR266W,,7,1021859,1022661,,,,,,,,,,,,,,,,,,,,,,
YGR284C,ERV29,7,1061597,1061858,,,,,,,,,,,,,,,,,,,,,,
YHL010C,,8,83717,84063,,,,,,,,,,,,,,,,,,,,,,
YHL016C,DUR3,8,74241,74695,,,,,,,,,,,,,,,,,,,,,,
YHL034C,SBP1,8,34076,35075,0.705,0.63,0.893,0.71,0.691,,,,,,,,,,,,,,0.45,,1,
YHL040C,ARN1,8,20969,21780,,,,,,,,,,,,,,,,,,,,,,
YIL062C,ARC15,9,244460,244654,,,,,,,,,,,,,,,,,,,,,,
YIL068C,SEC6,9,235472,235721,,,,,,,,,,,,,,,,,,,,,,
YIL092W,,9,188781,189062,,,,,,,,,,,,,,,,,,,,,,
YIL110W,,9,155762,156041,,,,,,,,,,,,,,,,,,,,,,
YIL116W,HIS5,9,141925,142924,0.958,0.632,0.833,1.309,1.451,,,,,,,,,0.793,0.52,0.534,0.931,0.856,,,3,1
YIL134W,FLX1,9,96725,97394,,,,,,,,,,,,,,,,,,,,0.398,,
YIL140W,AXL2,9,84885,85365,,,,,,,,,,,,,,,,,,,,,,
YJR001W,AVT1,10,435841,436716,0.395,0.231,0.469,0.547,0.48,,,,,,,,,,,,,,,,3,
YJR007W,SUI2,10,450579,450933,,,,,,,,,,,,,,,,,,,,,,
YJR024C,,10,470879,471052,,,,,,,,,,,,,,,,,,,,,,
YJR030C,,10,486111,486500,,,,,,,,,,,,,,,,,,,,,,
YJR048W,CYC1,10,525295,526248,0.39,0.422,0.56,0.851,0.914,,,,,,0.389,,,,,,,,,,3,
YJR054W,,10,535665,535969,,,,,,,,,,,,,,,,,,,,,,
YJR072C,NPA3,10,572039,572229,,,,,,,,,,,,,,,,,,,,,,
YJR078W,BNA2,10,578104,578773,,,,,,,,,,,,1.149,,,,,,,,,,
YKL217W,JEN1,11,21234,22233,,,,,,,,,,,,,,,,,,,,,,
YKR016W,,11,468360,469359,,,,,,,,,,,,,,,,,,,,,,
YKR022C,NTR2,11,482783,483062,,,,,,,,,,,,,,,,,,,,,,
YKR039W,GAP1,11,513705,514704,,,,,,,,,0.402,,,0.469,,0.33,0.451,0.284,0.559,0.307,,,,2
YKR045C,,11,523612,523865,,,,,,,,,,,,,,,,,,,,,,
YKR063C,LAS1,11,561940,562189,0.219,0.134,0.324,0.456,0.44,,,,,,,,,,,,,,,,3,
YKR069W,MET1,11,570551,571253,,,,,,,,,,,,0.364,,,,,,,,,,
YLR204W,QRI5,12,551962,552271,,,,,,,,,,,,,,,,,,,,,,
YLR222C,UTP13,12,581774,582235,,,,,,,,,,,,,,,,,,,,,,
YLR227W-A,,12,592440,593439,0.368,0.305,0.526,0.785,0.696,,,,,,,,,,,,,,,,3,
YLR244C,MAP1,12,626334,626504,,,,,,,,,,,,,,,,,,,,,,
YLR250W,SSP120,12,639916,640318,,,,,,,,,,,,,,,,,,,,,,
YLR266C,PDR8,12,677727,678214,,,,,,,,,,,,,,,,,,,,,,
YLR272C,YCS4,12,687205,688204,,,,,,,,,,,,,,,,,,,,,,
YML098W,TAF13,13,77040,77266,,,,,,,,,,,,,,,,,,,,,,
YML102W,CAC2,13,67549,68293,,,,,,,,,,,,,,,,,,,,,,
YML119W,,13,29807,30610,1.451,1.368,1.319,1.714,1.57,,,,,,,,,,,,,,,,1,
YML125C,PGA3,13,21701,22049,,,,,,,,,,,,,,,,,,,,,,
YMR010W,,13,284640,285098,,,,,,,,,,,,,,,,,,,,,,
YMR016C,SOK2,13,305593,306592,1.402,1.646,1.401,1.542,1.479,,,,,,,,,,,,,,1.46,1.375,1,
YMR033W,ARP9,13,337602,337786,,,,,,,,,,,,,,,,,,,,,,
YMR039C,SUB1,13,349522,350380,,,,,,,,,,,,,,0.502,0.59,0.615,0.562,0.424,,,,1
YNL006W,LST8,14,619565,620066,,,,,,,,,0.405,,,0.493,,,,,,,,0.475,,
YNL024C,,14,587847,588262,,,,,,,,,,,,,,,,,,,,,,
YNL030W,HHF2,14,576049,576725,,,,,,,,,,,,0.354,,,,,,,,,,
YNL048W,ALG11,14,537910,538171,,,,,,,,,,,,,,,,,,,,,,
YNL054W,VAC7,14,525085,526084,,,,,,,,,,,,,,,,,,,,,,
YNL071W,LAT1,14,491239,491521,,,,,,,,,,,,,,,,,,,,,,
YNL077W,APJ1,14,480990,481389,,,,,,,,,,,,,,,,,,,,,,
YNR041C,COQ2,14,701660,701895,,,,,,,,,,,,,,,,,,,,,,
YNR047W,,14,708195,708522,,,,,,,,,,,,,,,,,,,,,,
YNR065C,,14,753699,753723,,,,,,,,,,,,,,,,,,,,,,
YNR071C,,14,771467,772466,0.528,0.984,1.414,1.702,1.453,,,,,,,,,2.34,2.178,2.343,2.67,2.47,1.069,1.002,2,1
YOL012C,HTZ1,15,303984,304983,,,,,,,,,,,,,,,,,,,,,,
YOL017W,ESC8,15,292074,292528,,,,,,,,,,,,,,,,,,,,,,
YOL041C,NOP12,15,252645,253147,,,,,,,,,,,,,,,,,,,,,,
YOR175C,ALE1,15,661675,662401,0.214,0.264,0.302,0.199,0.198,,,,,,,,,,,,,,,,1,
YOR181W,LAS17,15,675167,675938,0.542,0.249,0.369,0.459,0.392,,,,,,,,,,,,,,,,1,
YOR197W,MCA1,15,716837,717022,,,,,,,,,,,,,,,,,,,,,,
YOR221C,MCT1,15,757832,758330,,,,,,,,,,,,,,,,,,,,,,
YOR227W,,15,762084,762824,,,,,,,,,,,,0.343,,,,,,,,,,
YOR245C,DGA1,15,795333,795801,,,,,,,,,,,,,,,,,,,,,,
YOR251C,,15,803465,803777,,,,,,,,,,,,,,,,,,,,,,
YPL158C,,16,254310,254813,,,,,,,,,,,,,,,,,,,,,,
YPL164C,MLH3,16,241497,241917,,,,,,,,,,,,,,,,,,,,,,
YPL187W,MF(ALPHA)1,16,192649,193646,,,,,,,,,,,,,,,,,,,,,,
YPL211W,NIP7,16,153148,153493,,,,,,,,,,,,,,,,,,,,,,
YPL229W,,16,116487,117066,,,,,,,,,,,,,,,,,,,,,,
YPL235W,RVB2,16,102702,103231,,,,,,,,,,,,,,,,,,,,,,
YAR019C,CDC15,1,175134,176133,,,,,,,,,,,,,,,,,,,,,,
YAR073W,IMD1,1,226854,227732,,,,,,,,,,,,,,,,,,,,,,
YBL005W,PDR3,2,217132,217472,,,,,,,,,,,,,,,,,,,,,,
YBL021C,HAP3,2,182098,182404,,,,,,,,,,,,,,,,,,,,,,
YBL027W,RPL19B,2,167841,168425,0.667,0.875,1.204,1.283,1.172,,,,,,,,,,,,,,,,2,
YBL045C,COR1,2,135520,136001,,,,,,,,,,,,,,,,,,,,,,
YBL051C,PIN4,2,124763,125128,,,,,,,,,,,,,,,,,,,,,,
YBR235W,,2,686587,686895,,,,,,,,,,,,,,,,,,,,,,
YBR241C,,2,704051,704665,,,,,,,,,,,,,,,,,,,,,,
YBR259W,,2,730157,730381,,,,,,,,,,,,,,,,,,,,,,
YBR265W,TSC10,2,738364,738576,,,,,,,,,,,,,,,,,,,,,,
YBR283C,SSH1,2,770412,771235,,,,,,,,,,,,,,,,,,,,,,
YBR289W,SNF5,2,779459,779662,,,,,,,,,,,,,,,,,,,,,,
YCL005W,LDB16,3,107416,108019,,,,,,,,,,,,,,,,,,,,,,
YCL011C,GBP2,3,103358,103570,,,,,,,,,,,,,,,,,,,,,,
YDL140C,RPO21,4,210563,211376,,,,,,,,,,,,,,,,,,,,,,
YDL146W,LDB17,4,192262,192750,,,,,,,,,,,,,,,,,,,,,,
YDL164C,CDC9,4,167256,167715,,,,,,,,,,,,,,,,,,,,,,
YDL170W,UGA3,4,155641,156318,0.905,0.887,1.142,1.537,1.44,,,,,,,,,,,,,,,,3,
YDL188C,PPH22,4,125000,125617,,,,,,,,,,,,,,,,,,,,,,
YDL194W,SNF3,4,111030,111580,,,,,,,,,,,,,,,,,,,,,,
YDL212W,SHR3,4,77967,78426,,,,,,,,,,,,,,,,,,,,,,
YDL218W,,4,65766,66493,,,,,,,,,,,,,,,,,,,,,,
YDR261W-A,,4,980456,981455,,,,,,,,,,,,,,,,,,,,,,
YDR266C,,4,1002018,1002504,,,,,,,,,,,,,,,,,,,,,,
YDR284C,DPP1,4,1031414,1032413,,,,,,,,,,,,,,,,,,,,,,
YDR308C,SRB7,4,1078444,1079042,,,,,,,,,,,,0.418,,,,,,,,,,
YDR314C,RAD34,4,1092507,1092736,,,,,,,,,,,,,,,,,,,,,,
YDR329C,PEX3,4,1127589,1127865,,,,,,,,,,,,,,,,,,,,,,
YDR335W,MSN5,4,1140469,1141159,,,,,,,,,,,,,,,,,,,,,,
YER009W,NTF2,5,171817,172113,,,,,,,,,,,,,,,,,,,,,,
YER015W,FAA2,5,184218,184539,,,,,,,,,,,,,,,,,,,,,,
YER032W,FIR1,5,214746,215061,,,,,,,,,,,,,,,,,,,,,,
YER038C,KRE29,5,228252,228455,,,,,,,,,,,,,,,,,,,,,,
YER053C,PIC2,5,259639,260638,,,,,,,,,,,,,,,,,,,,,,
YER058W,PET117,5,271124,271765,,,,,,,,,,,,,,,,,,,,,,
YER074W,RPS24A,5,305589,306318,0.412,0.358,0.497,0.513,0.52,,,,,,,,,,,,,,,,1,
YER080W,,5,319548,319958,,,,,,,,,,,,,,,,,,,,,,
YGL055W,OLE1,7,397631,398630,,,,,,,,,,,,0.384,,,,,,,,,,
YGL061C,DUO1,7,389715,390070,,,,,,,,,,,,,,,,,,,,,,
YGL079W,,7,359031,359446,,,,,,,,,,,,,,,,,,,,,,
YGL085W,,7,349371,349618,,,,,,,,,,,,,,,,,,,,,,
YGL103W,RPL28,7,310176,310969,,,,,,,,,,,,,,,,,,,,,,
YGL127C,SOH1,7,270782,271003,,,,,,,,,,,,,,,,,,,,,,
YGL133W,ITC1,7,256969,257711,,,,,,,,,,,,,,,,,,,,,,
YGR170W,PSD2,7,836670,837146,,,,,,,,,,,,,,,,,,,,,,
YGR188C,BUB1,7,875115,876114,,,,,,,,,,,,,,,,,,,,,,
YGR194C,XKS1,7,887881,888880,,,,,,,,,,,,,,,,,,,,,,
YGR212W,SLI1,7,916706,917044,,,,,,,,,,,,,,,,,,,,,,
YGR218W,CRM1,7,931544,932543,0.245,0.335,0.317,0.858,0.857,,,,,,,,,,,,,,,,3,
YGR236C,SPG1,7,962822,963303,0.277,0.21,0.331,0.333,0.313,,,,,,,,,,,,,,,,1,
YHR190W,ERG9,8,484599,484843,,,,,,,,,,,,,,,,,,,,,,
YHR196W,UTP9,8,491711,491929,,,,,,,,,,,,,,,,,,,,,,
YHR214C-B,,8,549346,550345,0.393,0.28,0.423,0.684,0.746,,,,0.368,,,,0.368,,,,,,,,3,
YIL015C-A,,9,325525,326524,,,,,,,,,,,,,,,,,,,,,,
YIL020C,HIS6,9,314819,315091,,,,,,,,,,,,,,,,,,,,,,
YIL038C,NOT3,9,282652,283028,,,,,,,,,,,,,,,,,,,,,,
YIL044C,AGE2,9,273846,274071,,,,,,,,,,,,,,,,,,,,,,
YJL129C,TRK1,10,177225,178015,,,,,,,,,,,,,,,,,,,,,,
YJL153C,INO1,10,135852,136290,,,,,,,,,,,,,,,,,,,,,,
YJL159W,HSP150,10,119444,120443,,,,,,,,,,,,,,,,,,,,,,
YJL177W,RPL17B,10,90095,90783,,,,,,,,,,,,,,,,,,,,,,
YJL183W,MNN11,10,83817,84065,,,,,,,,,,,,,,,,,,,,,,
YJL201W,ECM25,10,54183,54378,,,,,,,,,,,,,,,,,,,,,,
YJL207C,LAA1,10,47434,47659,,,,,,,,,,,,,,,,,,,,,,
YKL121W,,11,212788,213787,,,,,,,,,,,,,,,,,,,,,,
YKL127W,PGM1,11,202187,203186,0.204,0.245,0.398,0.518,0.49,,,,,,,0.352,,,,,,,,,3,
YKL145W,RPT1,11,173866,174217,,,,,,,,,,,,,,,,,,,,,,
YKL151C,,11,165936,166549,,,,,,,,,,,,,,0.152,0.555,0.369,0.38,0.121,,,,3
YKL168C,KKQ8,11,133498,133726,0.146,0.234,0.445,0.521,0.49,,,,,,,,,,,,,,,,2,
YKL174C,TPO5,11,122242,122522,,,,,,,,,,,,,,,,,,,,,,
YKL192C,ACP1,11,80543,81040,,,,,,,,,,,,,,,,,,,,,,
YKL198C,PTK1,11,70224,70739,0.442,0.421,0.756,1.095,0.96,,,,,,,,,,,,,,,0.341,3,
YLR104W,,12,345942,346585,,,,,,,,,,,,,,,,,,,,,,
YLR110C,CCW12,12,370100,371099,,,,,,,,,0.881,,,1.837,0.562,0.569,0.57,0.461,0.736,0.674,0.931,0.818,,1
YLR128W,DCN1,12,398320,398530,,,,,,,,,,,,,,,,,,,,,,
YLR134W,PDC5,12,410194,410723,,,,,,,,,,,,,,,,,,,,,,
YLR152C,,12,444690,445525,,,,,,,,,,,,,,,,,,,,,,
YLR157C-A,,12,481603,481874,,,,,,,,,,,,,,,,,,,,,,
YLR174W,IDP2,12,504249,504592,,,,,,,,,,,,,,,,,,,,,,
YLR180W,SAM1,12,514715,515263,,,,,,,,,,,,,,,,,,,,,,
YML010C-B,,13,251002,251304,,,,,,,,,,,,,,,,,,,,,,
YML013W,UBX2,13,244064,244148,,,,,,,,,,,,,,,,,,,,,,
YML031W,NDC1,13,213930,214188,,,,,,,,,,,,,,,,,,,,,,
YML037C,,13,205409,205642,,,,,,,,,,,,,,,,,,,,,,
YML054C,CYB2,13,167309,167623,,,,,,,,,,,,,,,,,,,,,,
YML058W-A,HUG1,13,158258,158759,,,,,,,,,,,,,,,,,,,,,,
YML076C,WAR1,13,115348,115734,,,,,,,,,,,,,,,,,,,,,,
YML081W,,13,104162,104776,,,,,,,,,,,,,,,,,,,,,,
YMR236W,TAF9,13,742734,742969,,,,,,,,,,,,,,,,,,,,,,
YMR242C,RPL20A,13,754197,754296,,,,,,,,,,,,,,,,,,,,,,
YMR260C,TIF11,13,789839,790204,,,,,,,,,,,,,,,,,,,,,,
YMR266W,RSN1,13,797924,798516,1.162,1.415,1.927,2.03,1.853,,,,,,,,,0.564,0.429,0.561,0.522,0.482,,0.787,1,1
YMR284W,YKU70,13,837186,838185,,,,,,,,,,,,,,,,,,,,,,
YMR290C,HAS1,13,851591,852590,,,,,,,,,,,,,,0.56,0.42,0.418,0.37,0.507,,,,1
YMR305C,SCW10,13,880232,881158,0.272,0.159,0.376,0.688,0.64,,,,,,,1.601,,,,,,,0.498,0.497,3,
YMR310C,,13,896669,896913,,,,,,,,,,,,,,,,,,,,,,
YNL291C,MID1,14,85814,86216,,,,,,,,,,,,,,,,,,,,,,
YNL309W,STB1,14,52523,52660,,,,,,,,,,,,,,,,,,,,,,
YNL315C,ATP11,14,44280,44446,,,,,,,,,,,,,,,,,,,,,,
YNL333W,SNZ2,14,12876,13266,,,,,,,,,,,,,,,,,,,,,,
YNL339C,YRF1-6,14,6099,7098,,,,,,,,,,,,,,,,,,,,,,
YNR018W,,14,663581,664269,,,,,,,,,,,,0.945,,,,,,,0.411,,,
YNR024W,,14,672118,672408,,,,,,,,,,,,,,,,,,,,,,
YOR081C,TGL5,15,479190,479534,,,,,,,,,,,,,,,,,,,,,,
YOR087W,YVC1,15,486780,487707,,,,,,,,,,,,,,,,,,,,,,
YOR111W,,15,530248,530428,,,,,,,,,,,,,,,,,,,,,,
YOR129C,,15,569559,569929,,,,,,,,,,,,,,,,,,,,,,
YOR151C,RPB2,15,616672,617518,,,,,,,,,,,,,,,,,,,,,,
YOR157C,PUP1,15,631752,632164,,,,,,,,,,,,,,,,,,,,,,
YPL068C,,16,425094,425248,,,,,,,,,,,,,,,,,,,,,,
YPL086C,ELP3,16,386444,387064,,,,,,,,,,,,,,,,,,,,,,
YPL092W,SSU1,16,372918,373789,,,,,,,,,,,,,,,,,,,,,,
YPL110C,GDE1,16,344739,345263,,,,,,,,,,,,,,,,,,,,,,
YPL116W,HOS3,16,328729,329604,,,,,,,,,,,,,,,,,,,,,,
YPL134C,ODC1,16,299503,299887,,,,,,,,,,,,,,,,,,,,,,
YPL140C,MKK2,16,289034,289668,,,,,,,,,,,,,,,,,,,,,,
YPR155C,NCA2,16,837410,837905,,,,,,,,,,,,,,,,,,,,,,
YPR158W-A,,16,844016,844704,0.35,0.224,0.731,1.011,0.814,,,,,,,,,,,,,,,,3,
YPR175W,DPB2,16,888704,888969,,,,,,,,,,,,,,,,,,,,,,
YPR181C,SEC23,16,899664,900190,,,,,,,,,,,,,,,,,,,,,,
YPR199C,ARR1,16,939029,939275,,,,,,,,,,,,,,,,,,,,,,
YBL057C,PTH2,2,113448,113765,,,,,,,,,,,,,,,,,,,,,,
YBL080C,PET112,2,74693,75256,,,,,,,,,,,,,,,,,,,,,,
YBL086C,,2,62600,63599,,,,,,,,,,,,,,,,,,,,,,
YBL101W-B,,2,28546,29931,,,,,,,,,,,,,,,,,,,,,,
YBL107C,,2,10552,10847,,,,,,,,,,,,,,,,,,,,,,
YBR016W,,2,269503,270246,,,,,,,,,,,,0.364,,,,,,,,,,
YCL019W,,3,84101,85100,,,,,,,,,,,,,,,,,,,,,,
YCL026C-A,FRM2,3,75286,76131,,,,,,,,,,,,,,,,,,,,,,
YCL044C,MGR1,3,48365,48653,,,,,,,,,,,,,,,,,,,,,,
YCL050C,APA1,3,38802,39786,,,,,,,,,,,,,,,,,,,,,,
YCL074W,,3,1824,2823,,,,,,,,,,,0.394,,,,,,,,,,,
YCR004C,YCP4,3,120316,120943,,,,,,,,,,,,,,,,,,,,,,
YCR020C-A,MAK31,3,155094,155317,,,,,,,,,,,,,,,,,,,,,,
YCR024C-A,PMP1,3,163063,164062,,,,,,,0.446,,0.387,,,0.48,,0.864,0.941,0.754,0.915,0.823,,0.371,,1
YDL224C,WHI4,4,56348,57266,,,,,,,,,,,,,,,,,,,,,,
YDL230W,PTP1,4,42245,42700,,,,,,,,,,,,,,,,,,,,,,
YDL248W,COS7,4,904,1801,,,,,,,,,,,,,,0.199,0.586,0.876,0.504,0.726,,,,3
YDR006C,SOK1,4,461245,461839,,,,,,,,,,,,0.697,,,,,,,,,,
YDR030C,RAD28,4,503270,503494,,,,,,,,,,,,,,,,,,,,,,
YDR044W,HEM13,4,545639,546638,,,,,,,,,,,,,,,,,,,,,,
YDR050C,TPI1,4,556470,557053,,,,,,,,,,,,,,,,,,,,,,
YDR341C,,4,1153619,1154208,,,,,,,,,,,,,,,,,,,,,,
YDR347W,MRP1,4,1168651,1169169,,,,,,,,,,,,,,,,,,,,,,
YDR364C,CDC40,4,1204201,1204487,,,,,,,,,,,,,,,,,,,,,,
YDR368W,YPR1,4,1213604,1213893,1.205,1.145,1.311,1.58,1.479,,,,,,,,,0.803,0.674,0.582,0.751,0.598,,,1,1
YDR386W,MUS81,4,1245748,1246073,,,,,,,,,,,,,,,,,,,,,,
YDR392W,SPT3,4,1258046,1258685,,,,,,,,,,,,,,,,,,,,,,
YDR410C,STE14,4,1293082,1293359,,,,,,,,,,,,,,,,,,,,,,
YDR416W,SYF1,4,1298151,1298421,,,,,,,,,,,,,,,,,,,,,,
YER086W,ILV1,5,328136,328472,,,,,,,,,,,,,,,,,,,,,,
YER091C,MET6,5,342164,342851,,,,,,,,,,,,0.42,,,,,,,,,,
YER107C,GLE2,5,374542,375211,,,,,,,,,,,,,,,,,,,,,,
YER114C,BOI2,5,393709,394288,,,,,,,,,,,,0.394,,,,,,,,,,
YER131W,RPS26B,5,422948,423947,,,,,,,,,,,,,,,,,,,,0.35,,
YER137C,,5,441816,442815,,,,,,,,,,,,,,,,,,,,0.342,,
YER153C,PET122,5,474801,475015,,,,,,,,,,,,,,,,,,,,,,
YER159C,BUR6,5,491954,492851,,,,,,,,,,,,,,,,,,,,,,
YGL139W,FLC3,7,245017,245720,,,,,,,,,,,,,,,,,,,,,,
YGL145W,TIP20,7,229691,230247,,,,,,,,,,,,0.346,,,,,,,,,,
YGL163C,RAD54,7,196410,197409,0.127,0.427,1.058,1.053,0.799,,,,,,,,,,,,,,,,2,
YGL169W,SUA5,7,185400,186064,,,,,,,,,,,,,,,,,,,,,,
YGL187C,COX4,7,150178,151043,,,,,,,,,,,,,,,,,,,,,,
YGL211W,NCS6,7,92386,92515,,,,,,,,,,,,,,,,,,,,,,
YGR248W,SOL4,7,985690,985976,,,,,,,,,,,,,,,,,,,,,,
YGR254W,ENO1,7,999932,1000931,0.27,0.364,0.537,0.787,0.665,,,,0.472,,,,,0.805,0.454,0.485,0.612,0.561,,0.452,3,1
YGR272C,,7,1038507,1038720,,,,,,,,,,,,,,,,,,,,,,
YGR278W,CWC22,7,1046567,1046736,,,,,,,,,,,,,,,,,,,,,,
YGR296W,YRF1-3,7,1083870,1084869,,,,,,,,,,,,,,,,,,,,,,
YHL006C,SHU1,8,98791,99214,,,,,,,,,,,,,,,,,,,,,,
YHL022C,SPO11,8,64155,64458,,,,,,,,,,,,,,,,,,,,,,
YHL028W,WSC4,8,47966,48760,0.842,1.114,1.193,1.407,1.219,,0.431,,0.442,,,0.759,,0.765,0.815,0.823,1.242,0.764,0.713,0.954,1,2
YIL050W,PCL7,9,258279,258911,,,,,,,,,,,,,,,,,,,,,,
YIL056W,VHR1,9,248989,249988,,,,,,,,,0.602,,,,,0.337,0.575,0.422,0.556,0.366,,0.429,,2
YIL074C,SER33,9,222488,222934,,,,,,,,,,,,,,,,,,,,,,
YIL080W,,9,204650,205631,,,,,,,,,,,,,,,,,,,,,,
YIL098C,FMC1,9,180237,180424,,,,,,,,,,,,,,,,,,,,,,
YIL104C,SHQ1,9,171503,171748,,,,,,,,,,,,,,,,,,,,,,
YIL122W,POG1,9,129607,130606,0.575,0.529,0.676,0.927,0.801,,,,,,,,,0.625,0.621,0.604,0.852,0.708,0.703,0.62,3,1
YIL128W,MET18,9,113237,113805,,,,,,,,,,,,,,,,,,,,,,
YJL213W,,10,31163,32162,,,,,,,,,,,,,,,,,,,,,,
YJL219W,HXT9,10,18536,19496,3.29,2.657,2.961,3.02,2.806,,0.434,,0.578,,0.37,0.489,0.431,0.615,0.617,0.945,1.181,0.763,3.63,4.717,1,2
YJR036C,HUL4,10,503306,503850,,,,,,,,,,,,,,,,,,,,,,
YJR042W,NUP85,10,513677,513968,,,,,,,,,,,,,,,,,,,,,,
YJR060W,CBF1,10,548157,548672,,,,,,,,,,,,,,,,,,,,,,
YJR066W,TOR1,10,559072,559329,,,,,,,,,,,,,,,,,,,,,,
YKL205W,LOS1,11,49810,50051,,,,,,,,,,,,,,,,,,,,,,
YKL211C,TRP3,11,38155,39154,,,,,,,,,,,,,,,,,,,,,,
